id,YEAR,STATEICP,STATEFIP,COUNTYICP,SEX,MARST,BIRTHYR,RACE,RACED,BPL,BPLD,NATIVITY,CITIZEN,EDUC,EDUCD,EMPSTAT,EMPSTATD,LABFORCE,OCC1950,INCTOT,INCWAGE,INCBUSFM,OCCSCORE,BPL_MOM,BPL_POP,BPL_MOM2,BPL_POP2,BPLD_MOM,BPLD_POP,BPLD_MOM2,BPLD_POP2,NATIVITY_MOM,NATIVITY_POP,NATIVITY_SP,NATIVITY_MOM2,NATIVITY_POP2,married,foreign,college,employed,female
5411,1940,71,6,770,2,1,1890,5,500,501,50100,0,3,2,26,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
1640,1940,71,6,770,1,1,1906,5,500,6,600,0,0,3,30,1,10,2,100,NA,0,NA,14,501,501,NA,NA,50100,50100,NA,NA,0,0,0,NA,NA,1,0,0,1,0
5523,1940,61,4,130,2,1,1892,5,500,501,50100,0,3,2,23,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
3560,1940,71,6,10,1,6,1928,5,500,6,600,0,0,2,23,0,0,0,999,NA,NA,NA,0,6,501,NA,NA,600,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
3018,1940,71,6,370,2,1,1869,5,500,501,50100,0,3,0,2,3,32,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
984,1940,72,41,270,1,6,1932,5,500,41,4100,0,0,0,2,0,0,0,999,NA,NA,NA,0,501,501,NA,NA,50100,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
6273,1940,73,53,330,2,1,1907,4,400,500,50000,0,2,2,26,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
9191,1940,71,6,750,2,1,1901,4,400,500,50000,0,3,2,26,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
10902,1940,67,49,30,1,1,1888,5,500,501,50100,0,3,2,26,1,10,2,523,NA,1617,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
10438,1940,62,8,1150,2,6,1933,5,500,8,800,0,0,1,14,0,0,0,999,NA,NA,NA,0,501,501,NA,NA,50100,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
8385,1940,13,36,610,2,1,1910,4,400,500,50000,5,3,0,2,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,0,0,1
8771,1940,71,6,810,2,6,1927,5,500,6,600,0,0,2,22,0,0,0,999,NA,NA,NA,0,501,6,NA,NA,50100,600,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
4607,1940,71,6,650,2,1,1901,5,500,501,50100,0,3,2,26,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
9865,1940,71,6,370,2,1,1899,5,500,501,50100,0,3,2,23,1,10,2,790,NA,0,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,1
4741,1940,71,6,750,2,6,1935,4,400,6,600,0,0,0,2,0,0,0,999,NA,NA,NA,0,6,500,NA,NA,600,50000,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
3698,1940,71,6,190,2,1,1919,5,500,6,600,0,0,6,60,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
10741,1940,71,6,190,1,1,1878,5,500,501,50100,0,3,2,22,1,10,2,100,NA,0,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
5991,1940,21,17,310,1,6,1930,4,400,26,2600,0,0,1,15,0,0,0,999,NA,NA,NA,0,500,500,NA,NA,50000,50000,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
6192,1940,33,27,1230,1,1,1877,4,400,500,50000,0,2,99,999,1,10,2,710,NA,600,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
1867,1940,62,8,10,2,1,1902,5,500,15,1500,0,0,4,40,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
5813,1940,71,6,750,2,1,1893,4,400,500,50000,0,3,0,2,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
