id,YEAR,STATEICP,STATEFIP,COUNTYICP,SEX,MARST,BIRTHYR,RACE,RACED,BPL,BPLD,NATIVITY,CITIZEN,EDUC,EDUCD,EMPSTAT,EMPSTATD,LABFORCE,OCC1950,INCTOT,INCWAGE,INCBUSFM,OCCSCORE,BPL_MOM,BPL_POP,BPL_MOM2,BPL_POP2,BPLD_MOM,BPLD_POP,BPLD_MOM2,BPLD_POP2,NATIVITY_MOM,NATIVITY_POP,NATIVITY_SP,NATIVITY_MOM2,NATIVITY_POP2,married,foreign,college,employed,female
8883,1940,61,4,50,2,1,1916,4,400,500,50000,0,5,0,2,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
3399,1940,71,6,750,1,1,1898,4,400,500,50000,0,3,2,23,1,10,2,290,NA,0,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
8232,1940,71,6,130,2,1,1900,5,500,501,50100,0,3,2,26,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
5549,1940,72,41,450,2,1,1914,5,500,16,1600,0,0,6,60,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
9448,1940,73,53,330,1,6,1935,4,400,53,5300,0,0,0,2,0,0,0,999,NA,NA,NA,0,6,500,NA,NA,600,50000,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
1109,1940,71,6,10,1,1,1892,4,400,500,50000,0,3,0,2,1,10,2,644,NA,750,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
9950,1940,68,56,370,2,6,1932,5,500,56,5600,0,0,1,14,0,0,0,999,NA,NA,NA,0,501,501,NA,NA,50100,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
6085,1940,13,36,610,1,1,1905,4,400,6,600,0,0,1,16,1,10,2,643,NA,1300,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
7546,1940,62,8,10,2,1,1918,5,500,8,800,0,0,6,60,3,31,1,982,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
9579,1940,71,6,370,2,1,1903,5,500,6,600,0,0,2,26,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
9484,1940,71,6,810,1,6,1922,4,400,500,50000,0,1,2,23,3,33,1,999,NA,NA,NA,0,500,500,NA,NA,50000,50000,NA,NA,5,0,NA,NA,NA,0,0,0,0,0
6946,1940,46,28,1190,2,1,1903,4,400,500,50000,5,3,2,26,1,10,2,490,NA,0,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,0,1,1
7677,1940,73,53,330,2,6,1937,4,400,53,5300,0,0,99,999,0,0,0,999,NA,NA,NA,0,500,500,NA,NA,50000,50000,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
9548,1940,72,41,270,2,1,1896,5,500,501,50100,0,3,2,26,1,10,2,790,NA,0,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,1
8051,1940,71,6,370,2,1,1897,5,500,501,50100,0,3,0,2,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
10379,1940,71,6,770,2,6,1937,5,500,6,600,0,0,0,2,0,0,0,999,NA,NA,NA,0,501,501,NA,NA,50100,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
10744,1940,13,36,610,1,2,1874,4,400,500,50000,0,3,2,23,3,32,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0
10042,1940,71,6,670,2,1,1886,5,500,501,50100,5,5,2,26,1,10,2,100,NA,0,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,0,1,1
4590,1940,46,28,830,1,6,1913,4,400,500,50000,0,2,2,22,1,10,2,753,NA,0,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
705,1940,71,6,370,2,5,1884,4,400,500,50000,0,3,0,2,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1
9614,1940,62,8,1230,2,6,1930,5,500,8,800,0,0,1,17,0,0,0,999,NA,NA,NA,0,501,501,NA,NA,50100,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
6981,1940,71,6,1150,2,1,1914,4,400,500,50000,0,3,1,17,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
6026,1940,71,6,370,2,6,1928,4,400,6,600,0,0,2,23,0,0,0,999,NA,NA,NA,0,500,6,NA,NA,50000,600,NA,NA,0,4,NA,NA,NA,0,0,0,0,1
2649,1940,71,6,190,1,1,1873,5,500,501,50100,0,3,1,17,2,21,2,820,NA,175,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,0
4355,1940,71,6,750,2,6,1923,5,500,6,600,0,0,5,50,3,33,1,999,NA,0,NA,0,501,501,NA,NA,50100,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
8793,1940,71,6,750,2,5,1878,5,500,501,50100,0,3,2,26,3,34,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1
7030,1940,44,13,2450,2,6,1933,4,400,13,1300,0,0,1,15,0,0,0,999,NA,NA,NA,0,13,500,NA,NA,1300,50000,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
2774,1940,71,6,750,2,5,1884,4,400,500,50000,0,1,0,2,3,32,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1
6516,1940,71,6,750,1,2,1897,4,400,500,50000,0,5,2,26,1,10,2,720,NA,1520,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0
2542,1940,61,4,130,2,6,1934,4,400,4,400,0,0,0,2,0,0,0,999,NA,NA,NA,0,500,500,NA,NA,50000,50000,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
4601,1940,71,6,750,2,6,1936,4,400,500,50000,0,3,2,26,0,0,0,999,NA,NA,NA,0,500,500,NA,NA,50000,50000,NA,NA,5,0,NA,NA,NA,0,0,0,0,1
5534,1940,71,6,190,2,1,1908,5,500,501,50100,0,3,2,26,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
2093,1940,44,13,2450,2,1,1922,4,400,6,600,0,0,1,14,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
8839,1940,12,34,130,2,6,1930,4,400,39,3900,0,0,1,17,0,0,0,999,NA,NA,NA,0,500,6,NA,NA,50000,600,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
851,1940,71,6,750,2,6,1928,4,400,6,600,0,0,2,25,0,0,0,999,NA,NA,NA,0,500,500,NA,NA,50000,50000,NA,NA,0,5,NA,NA,NA,0,0,0,0,1
8372,1940,13,36,610,2,1,1901,4,400,500,50000,0,3,0,2,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
9496,1940,3,25,270,2,1,1906,4,400,500,50000,5,3,10,100,3,31,1,999,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,0,1
4160,1940,71,6,770,2,1,1904,4,400,500,50000,0,3,0,2,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
6156,1940,71,6,750,2,6,1940,4,400,6,600,0,0,0,2,0,0,0,999,NA,NA,NA,0,6,500,NA,NA,600,50000,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
4871,1940,71,6,810,1,6,1932,4,400,500,50000,0,3,1,14,0,0,0,999,NA,NA,NA,0,500,500,NA,NA,50000,50000,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
5102,1940,67,49,570,2,6,1932,5,500,49,4900,0,0,1,15,0,0,0,999,NA,NA,NA,0,501,501,NA,NA,50100,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
792,1940,71,6,370,2,6,1935,5,500,6,600,0,0,1,14,0,0,0,999,NA,NA,NA,0,501,501,NA,NA,50100,50100,NA,NA,5,0,NA,NA,NA,0,0,0,0,1
8437,1940,72,41,510,2,6,1938,4,400,6,600,0,0,0,2,0,0,0,999,NA,NA,NA,0,500,500,NA,NA,50000,50000,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
11072,1940,72,41,510,2,1,1915,4,400,41,4100,0,0,6,60,3,31,1,784,NA,180,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
4463,1940,71,6,670,1,1,1888,4,400,500,50000,0,3,2,25,1,10,2,970,NA,850,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
1676,1940,71,6,190,2,1,1905,4,400,500,50000,0,3,0,2,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
9318,1940,73,53,330,1,5,1888,5,500,501,50100,0,3,2,26,1,10,2,100,NA,0,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
3292,1940,14,42,1010,2,6,1937,4,400,42,4200,0,0,0,2,0,0,0,999,NA,NA,NA,0,15,15,NA,NA,1500,1500,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
3674,1940,73,53,330,2,1,1900,5,500,501,50100,0,3,6,60,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
10324,1940,71,6,530,2,6,1936,5,500,6,600,0,0,0,2,0,0,0,999,NA,NA,NA,0,6,6,NA,NA,600,600,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
6299,1940,71,6,610,1,1,1881,5,500,501,50100,0,3,2,23,1,10,2,820,NA,600,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
854,1940,71,6,10,2,6,1932,4,400,6,600,0,0,1,16,0,0,0,999,NA,NA,NA,0,500,500,NA,NA,50000,50000,NA,NA,0,5,NA,NA,NA,0,0,0,0,1
1126,1940,67,49,570,1,1,1889,5,500,501,50100,0,3,2,26,1,10,2,100,NA,0,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
9794,1940,72,41,510,2,1,1912,4,400,41,4100,0,0,2,26,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
2642,1940,71,6,10,1,1,1911,4,400,500,50000,0,3,2,26,1,10,2,754,NA,1000,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
5161,1940,62,8,130,2,1,1915,5,500,8,800,0,0,2,26,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
2289,1940,71,6,190,1,1,1888,5,500,501,50100,0,3,2,26,1,10,2,830,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
8453,1940,71,6,1070,1,1,1886,5,500,501,50100,0,3,2,23,1,10,2,820,NA,800,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
3416,1940,62,8,310,1,1,1879,5,500,501,50100,0,3,2,22,1,10,2,690,NA,0,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
7364,1940,73,53,530,2,1,1900,5,500,501,50100,0,3,2,26,3,31,1,830,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
1228,1940,71,6,750,2,1,1883,4,400,500,50000,0,3,0,2,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
1350,1940,71,6,570,2,1,1880,4,400,500,50000,0,3,4,40,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
9697,1940,71,6,370,2,1,1887,5,500,501,50100,0,3,2,26,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,1
7574,1940,21,17,310,1,6,1927,4,400,17,1700,0,0,2,23,0,0,0,999,NA,NA,NA,0,500,NA,NA,NA,50000,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0
2693,1940,73,53,330,2,6,1932,5,500,53,5300,0,0,1,15,0,0,0,999,NA,NA,NA,0,501,501,NA,NA,50100,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,1
5603,1940,71,6,770,2,1,1906,5,500,501,50100,5,5,5,50,3,31,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,0,0,1
3047,1940,67,49,350,1,6,1937,5,500,501,50100,0,3,0,2,0,0,0,999,NA,NA,NA,0,49,NA,NA,NA,4900,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0
1970,1940,71,6,130,1,6,1925,5,500,6,600,0,0,3,30,3,33,1,999,NA,0,NA,0,501,NA,NA,NA,50100,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0
1224,1940,61,4,130,1,6,1926,4,400,4,400,0,0,3,30,3,33,1,999,NA,0,NA,0,500,500,NA,NA,50000,50000,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
4177,1940,71,6,750,1,6,1928,4,400,6,600,0,0,2,23,0,0,0,999,NA,NA,NA,0,500,500,NA,NA,50000,50000,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
4630,1940,71,6,730,1,1,1891,5,500,501,50100,0,3,2,26,1,10,2,123,NA,600,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
1295,1940,71,6,370,1,1,1885,5,500,501,50100,0,3,10,100,1,10,2,9,NA,1800,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,0
6854,1940,71,6,370,1,6,1917,4,400,6,600,4,0,11,110,1,12,2,99,NA,0,NA,33,500,500,NA,NA,50000,50000,NA,NA,0,0,NA,NA,NA,0,0,1,1,0
10500,1940,71,6,530,1,6,1939,5,500,6,600,0,0,0,2,0,0,0,999,NA,NA,NA,0,6,6,NA,NA,600,600,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
7037,1940,13,36,610,1,6,1895,4,400,500,50000,5,3,2,26,1,10,2,754,NA,840,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0
5301,1940,62,8,10,1,1,1904,5,500,501,50100,0,3,4,40,1,10,2,100,NA,0,NA,14,501,501,NA,NA,50100,50100,NA,NA,0,0,0,NA,NA,1,0,0,1,0
1977,1940,73,53,330,1,1,1909,4,400,500,50000,0,3,9,90,1,10,2,290,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,0
544,1940,71,6,250,1,1,1884,5,500,501,50100,0,3,3,30,1,10,2,123,NA,1500,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
2102,1940,71,6,750,1,2,1875,4,400,6,600,0,0,0,2,1,10,2,290,NA,600,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0
8689,1940,71,6,750,1,2,1912,4,400,500,50000,0,3,3,30,1,10,2,1,NA,360,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0
4812,1940,3,25,250,1,6,1937,4,400,25,2500,0,0,0,2,0,0,0,999,NA,NA,NA,0,500,6,NA,NA,50000,600,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
10815,1940,23,26,1630,1,1,1888,5,500,501,50100,0,3,8,80,1,10,2,91,NA,2600,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,0
2433,1940,73,53,330,1,1,1910,4,400,6,600,0,0,7,70,1,10,2,390,NA,1000,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,0
850,1940,71,6,10,1,6,1925,5,500,6,600,0,0,2,26,3,33,1,999,NA,0,NA,0,501,501,NA,NA,50100,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
9806,1940,71,6,750,1,2,1901,4,400,500,50000,0,3,1,15,1,10,2,310,NA,600,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0
6493,1940,72,41,510,1,1,1898,4,400,41,4100,0,0,10,100,1,10,2,290,NA,1500,NA,42,500,500,NA,NA,50000,50000,NA,NA,0,0,0,NA,NA,1,0,1,1,0
9364,1940,71,6,110,1,2,1890,4,400,500,50000,5,3,1,15,1,10,2,720,NA,600,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0
3270,1940,71,6,750,1,6,1914,4,400,500,50000,0,1,4,40,1,10,2,790,NA,800,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
3829,1940,12,34,30,1,1,1887,5,500,501,50100,0,3,99,999,1,10,2,590,NA,5000,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
2206,1940,71,6,750,1,6,1930,4,400,6,600,0,0,2,23,0,0,0,999,NA,NA,NA,0,6,500,NA,NA,600,50000,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
8416,1940,73,53,330,1,1,1909,4,400,500,50000,0,2,10,100,1,10,2,380,NA,1727,NA,35,500,NA,NA,NA,50000,NA,NA,NA,0,NA,0,NA,NA,1,0,1,1,0
2150,1940,13,36,470,1,1,1886,4,400,500,50000,0,3,10,100,1,10,2,55,NA,3000,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,0
1810,1940,49,48,1410,1,5,1900,4,400,500,50000,5,3,1,17,1,10,2,290,NA,0,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0
2318,1940,62,8,1230,1,6,1938,5,500,8,800,0,0,0,2,0,0,0,999,NA,NA,NA,0,501,501,NA,NA,50100,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
1816,1940,71,6,10,1,1,1909,4,400,500,50000,0,1,6,60,1,10,2,390,NA,2100,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,0,0,1,0
6459,1940,71,6,750,1,2,1881,4,400,6,600,0,0,2,22,3,32,1,999,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0
8448,1940,13,36,610,1,6,1935,4,400,36,3600,0,0,0,2,0,0,0,999,NA,NA,NA,0,500,6,NA,NA,50000,600,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
4769,1940,71,6,650,1,1,1912,4,400,500,50000,0,3,6,60,1,10,2,290,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
2710,1940,71,6,1070,1,2,1914,4,400,500,50000,0,1,6,60,1,10,2,290,NA,0,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0
31,1940,3,25,250,1,6,1935,4,400,25,2500,0,0,0,2,0,0,0,999,NA,NA,NA,0,500,500,NA,NA,50000,50000,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
7280,1940,13,36,290,1,1,1885,5,500,501,50100,0,3,6,60,1,10,2,290,NA,0,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
9889,1940,73,53,510,1,1,1887,5,500,501,50100,0,3,2,26,1,10,2,290,NA,0,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
3441,1940,12,34,70,1,6,1924,4,400,42,4200,0,0,3,30,3,33,1,999,NA,NA,NA,0,42,500,NA,NA,4200,50000,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
8624,1940,71,6,750,1,2,1903,4,400,500,50000,0,3,4,40,1,10,2,290,NA,0,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0
7121,1940,61,4,230,1,6,1924,4,400,4,400,0,0,2,26,3,33,1,999,NA,0,NA,0,NA,500,NA,NA,NA,50000,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0
3502,1940,12,34,30,1,6,1929,4,400,34,3400,0,0,1,16,0,0,0,999,NA,NA,NA,0,500,6,NA,NA,50000,600,NA,NA,0,4,NA,NA,NA,0,0,0,0,0
2238,1940,72,41,510,1,6,1931,5,500,41,4100,2,0,1,16,0,0,0,999,NA,NA,NA,0,15,501,NA,NA,1500,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
9299,1940,73,53,330,1,6,1913,5,500,53,5300,0,0,6,60,1,10,2,290,NA,0,NA,42,501,501,NA,NA,50100,50100,NA,NA,0,0,NA,NA,NA,0,0,0,1,0
4953,1940,71,6,750,1,6,1933,4,400,6,600,0,0,1,14,0,0,0,999,NA,NA,NA,0,500,500,NA,NA,50000,50000,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
4206,1940,71,6,750,1,6,1891,4,400,500,50000,0,3,2,22,1,10,2,790,NA,750,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
3136,1940,71,6,810,1,1,1898,5,500,501,50100,0,3,2,26,1,10,2,100,NA,0,NA,14,501,NA,NA,NA,50100,NA,NA,NA,0,NA,0,NA,NA,1,0,0,1,0
5666,1940,71,6,370,1,6,1928,5,500,6,600,0,0,2,26,0,0,0,999,NA,NA,NA,0,501,501,NA,NA,50100,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
8055,1940,71,6,670,1,1,1909,4,400,500,50000,0,3,2,25,1,10,2,100,NA,0,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
5280,1940,71,6,750,1,6,1908,4,400,500,50000,0,3,2,26,1,10,2,784,NA,40,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
10787,1940,71,6,290,1,6,1907,4,400,6,600,0,0,6,60,1,10,2,100,NA,0,NA,14,6,500,NA,NA,600,50000,NA,NA,0,0,NA,NA,NA,0,0,0,1,0
2205,1940,13,36,50,1,6,1905,4,400,500,50000,0,3,2,26,1,10,2,643,NA,780,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
1907,1940,71,6,670,1,1,1905,5,500,501,50100,0,3,5,50,1,10,2,100,NA,0,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,0,0,1,0
5338,1940,71,6,750,1,6,1931,4,400,6,600,0,0,1,16,0,0,0,999,NA,NA,NA,0,6,NA,NA,NA,600,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0
3854,1940,72,41,510,1,6,1922,5,500,41,4100,0,0,4,40,3,33,1,999,NA,0,NA,0,501,501,NA,NA,50100,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
1650,1940,71,6,750,1,6,1930,4,400,6,600,0,0,1,17,0,0,0,999,NA,NA,NA,0,6,6,NA,NA,600,600,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
5330,1940,71,6,750,1,1,1916,4,400,6,600,0,0,2,23,1,10,2,790,NA,1092,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
3397,1940,71,6,750,1,6,1927,4,400,6,600,0,0,2,26,0,0,0,999,NA,NA,NA,0,500,500,NA,NA,50000,50000,NA,NA,0,5,NA,NA,NA,0,0,0,0,0
6975,1940,71,6,370,1,1,1888,5,500,501,50100,0,3,2,26,1,10,2,290,NA,0,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
1372,1940,13,36,610,1,1,1875,5,500,501,50100,0,3,4,40,1,10,2,4,NA,1700,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,0,0,1,0
7434,1940,71,6,590,1,6,1924,5,500,6,600,0,0,3,30,3,33,1,999,NA,0,NA,0,501,501,NA,NA,50100,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
1324,1940,71,6,1150,1,6,1926,4,400,500,50000,0,1,1,17,3,33,1,999,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
4343,1940,62,8,10,1,6,1936,5,500,8,800,0,0,0,2,0,0,0,999,NA,NA,NA,0,6,501,NA,NA,600,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
64,1940,46,28,830,1,1,1913,4,400,500,50000,0,3,6,60,1,10,2,490,NA,0,NA,24,500,500,NA,NA,50000,50000,NA,NA,0,0,0,NA,NA,1,0,0,1,0
10651,1940,72,41,510,1,6,1937,4,400,41,4100,0,0,0,2,0,0,0,999,NA,NA,NA,0,500,500,NA,NA,50000,50000,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
11079,1940,71,6,750,1,6,1916,4,400,500,50000,0,3,4,40,1,10,2,290,NA,0,NA,42,NA,500,NA,NA,NA,50000,NA,NA,NA,0,NA,NA,NA,0,0,0,1,0
7959,1940,71,6,950,1,1,1901,5,500,501,50100,0,3,2,26,1,10,2,820,NA,500,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,1,0
10004,1940,12,34,210,1,6,1931,4,400,34,3400,0,0,1,16,0,0,0,999,NA,NA,NA,0,500,6,NA,NA,50000,600,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
10483,1940,13,36,470,1,2,1908,4,400,500,50000,0,3,0,2,1,10,2,784,NA,1000,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0
2540,1940,71,6,410,1,1,1906,4,400,500,50000,0,3,2,22,1,10,2,290,NA,960,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,0,0,1,0
1757,1940,67,49,570,1,6,1930,5,500,49,4900,0,0,1,17,0,0,0,999,NA,NA,NA,0,501,501,NA,NA,50100,50100,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
