STATEFIP_1940,COUNTYICP_1940,ENUMDIST,CITY_1940,SEX_1940,MARST_1940,BIRTHYR_1940,RACE_1940,LABFORCE_1940,INCWAGE_1940,OCC1950_1940,EDUC_1940,CITIZEN_1940,NATIVITY_1940,NATIVITY_MOM_1940,NATIVITY_POP_1940,step_1940,STATEFIP_1950,COUNTYICP_1950,CITY_1950,SEX_1950,MARST_1950,BIRTHYR_1950,RACE_1950,LABFORCE_1950,INCWAGE_1950,INCTOT,OCC1950_1950,EDUC_1950,CITIZEN_1950,NATIVITY_1950,NATIVITY_MOM_1950,NATIVITY_POP_1950,step_1950
6,670,3400500,6030,1,6,1914,5,2,0,100,4,0,0,5,0,2,6,670,6030,1,1,1914,5,2,4050,5550,290,6,0,4,5,0,2
6,670,3400500,6030,1,1,1881,5,2,0,100,4,3,0,NA,NA,2,6,670,0,1,1,1883,5,1,0,0,999,0,3,5,NA,NA,2
6,370,6000440,3730,1,1,1903,5,2,0,100,4,0,0,NA,0,2,6,370,3730,1,1,1903,5,2,0,2450,100,2,0,4,NA,NA,2
6,370,6000440,3730,2,1,1886,5,2,0,830,9,3,0,NA,NA,2,6,370,3730,2,5,1884,5,1,0,0,999,1,3,5,NA,NA,2
6,370,6000440,3730,1,1,1900,5,2,0,100,0,2,0,NA,NA,2,6,370,3730,1,1,1900,5,2,999999,9999999,100,0,3,0,NA,NA,2
6,370,6000440,3730,2,1,1902,5,2,0,820,0,2,0,NA,NA,2,6,370,3730,2,1,1902,5,1,999999,9999999,999,0,3,0,NA,NA,2
6,370,6000470,3730,1,1,1885,5,2,0,930,4,3,0,NA,NA,2,8,1230,0,1,1,1886,5,1,999999,9999999,999,0,3,0,NA,NA,2
6,370,6000470,3730,2,6,1932,5,0,999999,999,1,3,0,0,0,2,8,1230,0,2,6,1931,5,2,999999,9999999,830,0,0,0,5,0,2
6,370,6000470,3730,1,6,1936,5,0,999999,999,0,0,0,0,0,2,8,1230,0,1,6,1936,5,1,999999,9999999,999,0,0,0,5,0,2
6,370,6007500,3730,1,1,1897,5,2,1020,100,6,3,0,NA,NA,1,6,370,3730,1,1,1896,5,2,999999,9999999,290,0,3,0,NA,NA,1
6,370,6007500,3730,2,1,1909,5,1,0,999,6,3,0,NA,NA,2,6,370,3730,2,1,1908,5,1,999999,9999999,999,0,3,0,NA,NA,2
6,370,6007500,3730,1,6,1933,5,0,999999,999,1,0,0,0,0,2,6,370,3730,1,6,1933,5,1,450,450,999,4,0,5,0,0,2
6,370,6007510,3730,1,1,1896,5,2,390,820,2,3,0,NA,NA,1,6,370,3730,1,1,1897,5,1,999999,9999999,230,0,3,0,NA,NA,1
6,370,6007510,3730,2,1,1903,5,2,0,230,2,3,0,NA,NA,2,6,370,3730,2,1,1902,5,1,999999,9999999,999,0,3,0,NA,NA,2
6,370,6007520,3730,2,1,1900,5,1,0,999,2,3,5,NA,NA,2,6,370,3730,2,1,1900,5,1,999999,9999999,999,0,3,0,NA,NA,2
6,370,6007520,3730,2,6,1923,5,1,0,999,5,0,0,5,0,2,6,370,3730,1,6,1923,5,2,999999,9999999,683,0,2,0,0,0,2
6,370,6007530,3730,2,1,1897,5,1,0,999,0,3,0,NA,NA,2,6,370,3730,2,2,1898,5,1,999999,9999999,999,0,3,0,NA,NA,2
6,370,6007530,3730,1,6,1922,5,2,0,990,6,0,0,0,0,2,6,370,3730,1,1,1922,5,2,3150,3150,490,0,0,4,0,NA,2
6,370,6007550,3730,1,1,1889,5,2,0,770,4,3,0,NA,NA,1,6,370,3730,1,1,1890,5,2,999999,9999999,999,0,0,0,NA,NA,1
6,370,6007550,3730,2,1,1899,5,2,0,123,3,3,0,NA,NA,2,6,370,3730,2,1,1899,5,2,999999,9999999,290,0,0,0,NA,NA,2
6,370,6007550,3730,2,6,1931,5,0,999999,999,2,0,0,0,0,2,6,370,3730,2,6,1931,5,2,0,0,999,0,0,4,0,0,2
6,370,6007550,3730,1,1,1897,5,2,0,740,2,3,5,NA,NA,2,6,370,3730,1,1,1898,5,2,999999,9999999,740,0,3,0,NA,NA,2
6,370,6007550,3730,2,1,1903,5,2,0,740,2,3,0,NA,NA,2,6,370,3730,2,1,1904,5,2,999999,9999999,690,0,3,0,NA,NA,2
6,370,6007550,3730,2,6,1925,5,1,0,999,3,0,0,0,5,2,6,370,3730,2,6,1925,5,2,999999,9999999,390,0,0,0,0,0,2
6,370,6007550,3730,1,6,1929,5,0,999999,999,2,0,0,0,5,1,6,370,3730,1,6,1930,5,2,1850,2750,342,6,0,4,0,0,1
6,370,6007550,3730,1,6,1931,5,0,999999,999,2,0,0,0,5,1,6,370,3730,1,6,1932,5,1,999999,9999999,999,0,0,0,0,0,1
6,370,6007550,3730,1,6,1933,5,0,999999,999,2,0,0,0,5,1,6,370,3730,1,6,1934,5,1,999999,9999999,999,0,0,0,0,0,1
6,370,6007630,3730,1,1,1900,5,2,0,230,3,3,0,NA,NA,2,6,370,3730,1,1,1901,5,2,999999,9999999,500,0,3,0,NA,NA,2
6,370,6007630,3730,2,1,1913,5,2,0,230,6,3,0,NA,NA,2,6,370,3730,2,1,1914,5,2,999999,9999999,690,0,3,0,NA,NA,2
6,370,6007642,3730,1,1,1903,5,2,1000,690,0,0,0,NA,NA,1,6,370,3730,1,1,1905,5,2,999999,9999999,490,0,0,0,NA,NA,1
6,370,6007642,3730,2,1,1907,5,1,0,999,0,3,0,NA,NA,2,6,370,3730,2,1,1908,5,1,0,0,999,6,0,5,NA,NA,2
6,370,6007642,3730,1,6,1929,5,0,999999,999,2,0,0,0,0,1,6,370,3730,1,6,1929,5,2,999999,9999999,490,0,0,0,5,0,1
6,370,6007642,3730,1,6,1926,5,1,0,999,2,0,0,0,0,1,6,370,3730,1,6,1926,5,2,999999,9999999,490,0,0,0,5,0,1
6,370,6007650,3730,1,1,1887,5,2,1100,490,0,3,0,NA,NA,1,6,370,3730,1,1,1886,5,1,999999,9999999,999,0,3,0,NA,NA,1
6,370,6007650,3730,2,1,1900,5,1,0,999,0,3,0,NA,NA,2,6,370,3730,2,1,1900,5,1,999999,9999999,999,0,3,0,NA,NA,2
6,370,6007650,3730,1,6,1922,5,1,0,999,5,0,0,0,0,2,6,370,3730,1,6,1921,5,2,2050,2050,510,6,0,4,0,0,2
6,370,6010850,3730,1,1,1895,5,2,0,290,1,3,0,NA,NA,1,6,370,3730,1,1,1892,5,2,999999,9999999,290,0,3,0,NA,NA,1
6,370,6010850,3730,2,1,1903,5,1,0,999,0,3,0,NA,NA,2,6,370,3730,2,1,1897,5,1,999999,9999999,999,0,3,0,NA,NA,2
8,750,3800010,0,1,5,1883,5,2,0,100,1,3,0,NA,NA,2,8,750,0,1,5,1885,5,2,999999,9999999,830,0,3,0,NA,NA,2
8,750,3800010,0,2,6,1934,5,0,999999,999,1,0,0,NA,0,2,8,750,0,2,6,1934,5,2,999999,9999999,830,0,0,0,NA,0,2
17,1950,9800372,6734,1,1,1880,5,1,0,999,6,3,0,NA,NA,1,17,1950,6734,1,1,1879,5,1,999999,9999999,999,0,3,0,NA,NA,1
30,170,900080,0,1,1,1885,5,2,1080,770,2,3,0,NA,NA,1,30,170,0,1,1,1882,5,2,999998,9999998,100,2,3,5,NA,NA,1
30,170,900080,0,1,1,1881,5,2,0,100,2,3,0,NA,NA,1,30,170,0,1,1,1880,5,2,999999,9999999,100,0,3,0,NA,NA,1
30,170,900080,0,2,1,1890,5,1,0,999,2,3,0,NA,NA,2,30,170,0,2,1,1890,5,1,999999,9999999,999,0,3,0,NA,NA,2
30,290,1500310,0,1,5,1878,5,2,1370,690,2,3,0,NA,NA,1,53,330,6430,1,5,1880,5,1,999999,9999999,999,0,3,0,NA,NA,1
30,290,1500310,0,2,6,1922,5,2,0,990,6,0,0,NA,0,2,53,330,6430,2,6,1922,5,2,2150,2150,310,6,0,4,NA,0,2
30,290,1500310,0,2,6,1926,5,1,0,999,2,0,0,NA,0,2,53,330,6430,2,6,1927,5,2,999999,9999999,350,0,0,0,NA,0,2
30,290,1500310,0,1,6,1930,5,0,999999,999,1,0,0,NA,0,1,53,330,6430,1,6,1930,5,2,999999,9999999,32,0,0,0,NA,0,1
35,310,1600040,0,1,1,1886,5,2,0,290,7,3,0,NA,NA,1,8,290,0,1,1,1886,5,2,999999,9999999,830,0,3,0,NA,NA,1
35,310,1600040,0,2,1,1901,5,1,0,999,2,3,0,NA,NA,2,8,290,0,2,1,1901,5,1,0,0,999,3,3,5,NA,NA,2
35,310,1600040,0,1,6,1927,5,0,999999,999,2,0,0,0,0,1,8,290,0,1,6,1928,5,2,999999,9999999,100,0,0,0,5,0,1
35,310,1600040,0,1,6,1930,5,0,999999,999,1,0,0,0,0,1,8,290,0,1,6,1930,5,2,999999,9999999,100,0,0,0,5,0,1
35,310,1600040,0,1,6,1940,5,0,999999,999,0,0,0,0,0,1,8,290,0,1,6,1940,5,0,999999,9999999,999,0,0,0,5,0,1
35,310,1600040,0,2,1,1895,5,1,0,999,2,3,0,NA,NA,2,35,310,0,2,1,1895,5,1,999999,9999999,999,0,0,0,NA,NA,2
35,310,1600040,0,1,6,1918,5,1,0,999,2,0,0,0,0,1,35,310,0,1,6,1918,5,1,999999,9999999,999,0,0,0,0,5,1
35,310,1600040,0,1,6,1920,5,2,312,970,3,0,0,0,0,1,35,310,0,1,6,1920,5,2,999999,9999999,290,0,0,0,0,5,1
35,310,1600040,0,2,6,1922,5,2,0,999,6,0,0,0,0,2,35,310,0,2,6,1923,5,2,999999,9999999,310,0,0,0,0,5,2
35,310,1600040,0,2,6,1926,5,1,0,999,2,0,0,0,0,2,35,310,0,2,6,1927,5,2,999999,9999999,490,0,0,0,0,5,2
35,310,1600040,0,2,6,1928,5,0,999999,999,2,0,0,0,0,2,35,310,0,2,6,1929,5,2,999999,9999999,390,0,0,0,0,5,2
35,310,1600040,0,1,6,1932,5,0,999999,999,1,0,0,0,0,1,35,310,0,1,6,1932,5,1,999999,9999999,999,0,0,0,0,5,1
36,610,3107530,4610,1,1,1899,5,2,1040,290,2,3,0,NA,NA,1,36,610,4610,1,1,1899,5,2,999999,9999999,760,0,3,0,NA,NA,1
38,310,1600040,0,1,1,1894,5,2,0,290,2,3,0,NA,NA,1,38,310,0,1,1,1894,5,2,999999,9999999,979,0,3,0,NA,NA,1
38,310,1600040,0,1,6,1927,5,0,999999,999,2,0,0,0,0,1,38,310,0,1,6,1928,5,2,850,850,784,6,0,2,0,0,1
39,610,3100190,0,1,1,1900,5,2,2347,720,8,3,0,NA,NA,1,39,610,0,1,2,1900,5,2,0,0,720,0,3,5,NA,NA,1
42,450,2301790,0,1,1,1890,5,2,1800,56,10,3,0,NA,NA,1,42,450,0,1,1,1890,5,2,999999,9999999,56,0,0,0,NA,NA,1
42,910,4600920,0,1,6,1890,5,2,1020,683,2,3,0,NA,NA,2,42,290,0,1,6,1891,5,2,999999,9999999,820,0,3,0,NA,NA,2
6,370,1900240,0,2,1,1900,5,2,0,290,3,2,0,NA,NA,2,6,370,0,2,1,1900,5,2,999999,9999999,490,0,3,0,NA,NA,2
6,670,3400062,0,2,5,1887,5,1,0,999,0,3,0,NA,NA,2,6,670,0,2,5,1887,5,1,999999,9999999,999,0,0,0,NA,NA,2
6,670,3400150,0,2,1,1899,5,2,0,830,2,3,0,NA,NA,2,6,670,0,2,1,1902,5,2,999999,9999999,820,0,3,0,NA,NA,2
6,670,3400150,0,1,1,1887,5,2,0,100,3,3,0,NA,NA,2,6,670,6030,1,1,1888,5,2,999999,9999999,770,0,3,0,NA,NA,2
6,670,3400160,0,1,6,1937,5,0,999999,999,0,5,0,0,0,2,6,670,6030,1,6,1937,5,0,999999,9999999,999,0,2,0,0,0,2
6,670,3400300,0,1,1,1903,5,2,0,73,10,3,0,NA,NA,1,6,670,0,1,1,1903,5,2,999999,9999999,490,0,3,0,NA,NA,1
6,670,3400300,0,2,1,1900,5,1,0,999,2,3,0,NA,NA,2,6,670,0,2,1,1900,5,1,999999,9999999,999,0,3,0,NA,NA,2
6,370,6000440,3730,2,1,1904,5,1,0,999,4,3,0,NA,NA,2,6,370,3730,2,1,1903,5,2,999999,9999999,820,0,3,0,NA,NA,2
6,370,6000470,3730,2,1,1898,5,1,0,999,4,3,0,NA,NA,2,8,1230,0,2,1,1901,5,1,0,0,999,2,3,5,NA,NA,2
6,370,6007460,3730,1,6,1887,5,2,0,290,2,5,0,NA,NA,2,6,370,3730,1,5,1886,5,2,999999,9999999,290,0,0,0,NA,NA,2
6,370,6007510,3730,2,6,1930,5,0,999999,999,2,0,0,0,0,2,6,370,3730,2,6,1931,5,2,1850,2250,490,6,0,4,0,0,2
6,370,6007520,3730,1,1,1888,5,2,1100,930,2,3,0,NA,NA,1,6,370,3730,1,1,1888,5,2,999999,9999999,930,0,3,0,NA,NA,1
6,370,6007642,3730,2,6,1931,5,0,999999,999,1,0,0,0,0,2,6,370,3730,2,6,1930,5,1,999999,9999999,999,0,0,0,5,0,2
8,750,3800010,0,1,6,1917,5,2,0,830,6,0,0,NA,0,1,8,750,0,1,6,1918,5,2,999999,9999999,100,0,0,0,NA,0,1
30,290,1500310,0,2,6,1925,5,1,0,999,2,0,0,NA,0,2,53,330,6430,2,6,1926,5,2,999999,9999999,350,0,0,0,NA,0,2
30,290,1500310,0,1,6,1890,5,2,1107,970,2,3,0,NA,NA,1,30,290,0,1,6,1890,5,2,999999,9999999,970,0,0,0,NA,NA,1
35,310,1600040,0,2,6,1933,5,0,999999,999,1,0,0,0,0,2,8,290,0,2,6,1933,5,1,999999,9999999,999,0,0,0,5,0,2
35,310,1600040,0,2,6,1924,5,1,0,999,4,0,0,0,0,2,35,310,0,2,6,1925,5,2,3050,3050,310,6,0,4,0,5,2
38,270,1400122,0,1,1,1900,5,2,0,290,6,3,0,NA,NA,2,38,270,0,1,1,1899,5,2,999999,9999999,754,0,3,0,NA,NA,2
6,370,1900240,0,1,1,1883,5,2,0,290,2,2,5,NA,NA,2,6,370,0,1,1,1883,5,2,999999,9999999,290,0,3,0,NA,NA,2
6,670,3400150,0,2,1,1895,5,1,0,970,4,3,0,NA,NA,2,6,670,0,2,1,1895,5,2,999999,9999999,999,0,3,0,NA,NA,2
6,670,3400150,0,2,6,1923,5,1,0,999,4,0,0,0,0,2,6,670,0,2,6,1924,5,2,1050,1050,5,0,0,4,0,0,2
6,670,3400150,0,2,6,1936,5,0,999999,999,0,0,0,5,0,2,6,670,6030,1,6,1936,5,1,0,0,999,2,0,4,0,0,2
6,670,3400160,0,2,6,1934,5,0,999999,999,0,0,0,0,0,2,6,670,0,2,6,1934,5,1,0,0,830,3,0,4,0,0,2
6,670,3400191,0,2,6,1934,5,0,999999,999,0,0,0,0,0,2,6,670,0,2,6,1934,5,1,0,0,990,4,0,2,0,0,2
17,1950,9800372,6734,2,1,1891,5,1,0,999,6,3,0,NA,NA,2,17,1950,6734,2,1,1890,5,2,999999,9999999,690,0,3,0,NA,NA,2
6,370,6000470,3730,1,6,1934,5,0,999999,999,0,0,4,0,0,1,8,1230,0,1,6,1934,5,1,999999,9999999,999,0,0,0,5,0,1
35,310,1600040,0,1,1,1878,5,2,0,510,2,3,0,NA,NA,1,35,310,0,1,1,1877,5,1,0,0,999,2,3,5,NA,NA,1
6,310,1600110,0,1,6,1924,5,1,0,983,4,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,310,1600110,0,1,6,1926,5,1,0,983,2,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,310,1600110,0,1,6,1929,5,0,999999,999,2,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,310,1600121,0,1,6,1921,5,2,150,820,6,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,310,1600121,0,1,6,1923,5,1,50,999,5,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,310,1600121,0,1,6,1925,5,1,50,999,2,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,310,1600130,0,1,6,1926,5,1,0,999,2,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,310,1600130,0,2,6,1932,5,0,999999,999,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,310,1600140,0,2,6,1923,5,1,0,999,6,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,310,1600140,0,1,6,1924,5,1,0,999,5,0,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,310,1600170,0,1,6,1931,5,0,999999,999,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,310,1600170,0,2,6,1940,5,0,999999,999,99,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900100,0,1,6,1938,5,0,999999,999,99,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900130,0,1,1,1901,5,2,1000,550,6,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900130,0,2,6,1931,5,0,999999,999,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900130,0,1,6,1933,5,0,999999,999,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900130,0,1,6,1935,5,0,999999,999,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900130,0,1,6,1937,5,0,999999,999,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900170,0,1,1,1901,5,2,5000,450,6,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900170,0,2,1,1911,5,1,0,999,6,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900170,0,1,6,1932,5,0,999999,999,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900170,0,1,6,1933,5,0,999999,999,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900170,0,1,6,1935,5,0,999999,999,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900180,0,2,6,1928,5,0,999999,999,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900180,0,1,6,1930,5,0,999999,999,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900180,0,2,6,1932,5,0,999999,999,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900180,0,1,1,1910,5,2,0,290,6,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900180,0,2,1,1917,5,1,0,999,6,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900180,0,2,6,1936,5,0,999999,999,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900180,0,2,6,1940,5,0,999999,999,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900220,0,2,6,1895,5,1,0,999,6,3,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900240,0,1,6,1927,5,0,999999,999,2,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900240,0,1,6,1931,5,0,999999,999,2,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900240,0,1,1,1894,5,2,0,290,4,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900240,0,2,1,1893,5,1,999998,999,6,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900300,0,2,6,1924,5,1,0,999,3,0,0,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900300,0,1,6,1931,5,0,999999,999,1,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900350,0,2,1,1912,5,1,0,999,6,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900350,0,2,6,1934,5,0,999999,999,0,0,0,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,370,1900350,0,2,6,1937,5,0,999999,999,0,0,0,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,650,3300910,0,1,6,1932,5,0,999999,999,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,650,3300910,0,1,6,1935,5,0,999999,999,99,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400062,0,2,1,1915,5,1,0,999,4,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400062,0,2,6,1934,5,0,999999,999,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400062,0,1,6,1936,5,0,999999,999,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400062,0,1,6,1940,5,0,999999,999,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1938,5,0,999999,999,0,0,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1940,5,0,999999,999,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,2,6,1925,5,1,0,970,3,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1929,5,0,999999,999,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1933,5,0,999999,999,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1938,5,0,999999,999,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1925,5,1,0,970,3,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1927,5,0,999999,999,2,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1929,5,0,999999,999,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1930,5,0,999999,999,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1934,5,0,999999,999,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,2,6,1935,5,0,999999,999,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1938,5,0,999999,999,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,1,1880,5,2,0,100,2,3,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,2,1,1892,5,2,0,830,2,3,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1921,5,2,0,830,6,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,2,1,1899,5,2,450,820,2,3,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1922,5,1,0,999,4,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1927,5,0,999999,999,2,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1930,5,0,999999,999,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1921,5,1,100,92,7,0,0,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,2,6,1925,5,1,0,999,2,0,0,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,2,6,1929,5,0,999999,999,2,0,0,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400150,0,1,6,1931,5,0,999999,999,1,0,0,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,3400160,0,1,1,1901,5,2,900,820,2,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
