state,county,NHGISST,NHGISCTY,race,sex,birth_yr,bpl,n
California,San Diego,060,0730,NA,1,1891,501,2
California,San Diego,060,0730,NA,1,1892,501,3
California,San Diego,060,0730,NA,1,1898,501,1
California,San Diego,060,0730,NA,1,1899,15,1
California,San Diego,060,0730,NA,1,1907,501,1
California,San Diego,060,0730,NA,1,1908,6,1
California,San Diego,060,0730,NA,1,1918,6,1
California,San Diego,060,0730,NA,1,1921,6,1
California,San Francisco,060,0750,1,1,1872,NA,1
California,San Francisco,060,0750,1,1,1891,NA,1
California,San Francisco,060,0750,1,1,1894,NA,1
California,San Francisco,060,0750,1,1,1901,NA,1
California,San Francisco,060,0750,1,1,1906,36,1
California,San Francisco,060,0750,1,1,1907,24,1
California,San Francisco,060,0750,1,1,1910,6,1
California,San Francisco,060,0750,5,0,1857,501,1
California,San Francisco,060,0750,5,0,1859,501,2
California,San Francisco,060,0750,5,0,1861,501,1
California,San Francisco,060,0750,5,0,1862,501,1
California,San Francisco,060,0750,5,0,1863,501,2
California,San Francisco,060,0750,5,0,1865,501,4
California,San Francisco,060,0750,5,0,1866,501,3
California,San Francisco,060,0750,5,0,1867,501,7
California,San Francisco,060,0750,5,0,1868,501,4
California,San Francisco,060,0750,5,0,1869,501,3
California,San Francisco,060,0750,5,0,1870,501,3
California,San Francisco,060,0750,5,0,1871,501,3
California,San Francisco,060,0750,5,0,1872,501,13
California,San Francisco,060,0750,5,0,1873,501,15
California,San Francisco,060,0750,5,0,1874,501,15
California,San Francisco,060,0750,5,0,1875,501,26
California,San Francisco,060,0750,5,0,1876,501,27
California,San Francisco,060,0750,5,0,1877,501,35
California,San Francisco,060,0750,5,0,1878,501,35
California,San Francisco,060,0750,5,0,1879,6,1
California,San Francisco,060,0750,5,0,1879,501,45
California,San Francisco,060,0750,5,0,1880,501,39
California,San Francisco,060,0750,5,0,1881,501,43
California,San Francisco,060,0750,5,0,1882,501,46
California,San Francisco,060,0750,5,0,1883,501,59
California,San Francisco,060,0750,5,0,1884,501,36
California,San Francisco,060,0750,5,0,1885,501,57
California,San Francisco,060,0750,5,0,1886,501,38
California,San Francisco,060,0750,5,0,1887,501,37
California,San Francisco,060,0750,5,0,1888,501,67
California,San Francisco,060,0750,5,0,1889,501,52
California,San Francisco,060,0750,5,0,1890,501,38
California,San Francisco,060,0750,5,0,1891,501,28
California,San Francisco,060,0750,5,0,1892,39,1
California,San Francisco,060,0750,5,0,1892,501,22
California,San Francisco,060,0750,5,0,1893,6,2
California,San Francisco,060,0750,5,0,1893,501,20
California,San Francisco,060,0750,5,0,1894,501,26
California,San Francisco,060,0750,5,0,1895,15,1
California,San Francisco,060,0750,5,0,1895,501,11
California,San Francisco,060,0750,5,0,1896,501,24
California,San Francisco,060,0750,5,0,1897,6,1
California,San Francisco,060,0750,5,0,1897,501,31
California,San Francisco,060,0750,5,0,1898,6,1
California,San Francisco,060,0750,5,0,1898,501,22
California,San Francisco,060,0750,5,0,1899,15,1
California,San Francisco,060,0750,5,0,1899,501,43
California,San Francisco,060,0750,5,0,1900,6,1
California,San Francisco,060,0750,5,0,1900,15,1
California,San Francisco,060,0750,5,0,1900,501,33
California,San Francisco,060,0750,5,0,1901,6,3
California,San Francisco,060,0750,5,0,1901,15,3
California,San Francisco,060,0750,5,0,1901,501,28
California,San Francisco,060,0750,5,0,1902,6,1
California,San Francisco,060,0750,5,0,1902,15,5
California,San Francisco,060,0750,5,0,1902,501,22
California,San Francisco,060,0750,5,0,1903,6,2
California,San Francisco,060,0750,5,0,1903,15,7
California,San Francisco,060,0750,5,0,1903,501,18
California,San Francisco,060,0750,5,0,1904,6,7
California,San Francisco,060,0750,5,0,1904,15,8
California,San Francisco,060,0750,5,0,1904,501,34
California,San Francisco,060,0750,5,0,1905,6,2
California,San Francisco,060,0750,5,0,1905,15,1
California,San Francisco,060,0750,5,0,1905,501,22
California,San Francisco,060,0750,5,0,1906,6,15
California,San Francisco,060,0750,5,0,1906,15,6
California,San Francisco,060,0750,5,0,1906,53,1
California,San Francisco,060,0750,5,0,1906,501,14
California,San Francisco,060,0750,5,0,1907,6,10
California,San Francisco,060,0750,5,0,1907,15,6
California,San Francisco,060,0750,5,0,1907,150,1
California,San Francisco,060,0750,5,0,1907,501,6
California,San Francisco,060,0750,5,0,1908,6,14
California,San Francisco,060,0750,5,0,1908,15,2
California,San Francisco,060,0750,5,0,1908,150,1
California,San Francisco,060,0750,5,0,1908,501,7
California,San Francisco,060,0750,5,0,1909,6,11
California,San Francisco,060,0750,5,0,1909,15,2
California,San Francisco,060,0750,5,0,1909,49,1
California,San Francisco,060,0750,5,0,1909,53,3
California,San Francisco,060,0750,5,0,1909,501,4
California,San Francisco,060,0750,5,0,1910,6,19
California,San Francisco,060,0750,5,0,1910,15,7
California,San Francisco,060,0750,5,0,1910,501,6
California,San Francisco,060,0750,5,0,1911,6,12
California,San Francisco,060,0750,5,0,1911,15,6
California,San Francisco,060,0750,5,0,1911,53,1
California,San Francisco,060,0750,5,0,1911,150,1
California,San Francisco,060,0750,5,0,1911,501,5
California,San Francisco,060,0750,5,0,1912,6,29
California,San Francisco,060,0750,5,0,1912,15,5
California,San Francisco,060,0750,5,0,1912,16,1
California,San Francisco,060,0750,5,0,1912,53,1
California,San Francisco,060,0750,5,0,1912,501,7
California,San Francisco,060,0750,5,0,1913,6,33
California,San Francisco,060,0750,5,0,1913,15,5
California,San Francisco,060,0750,5,0,1913,53,1
California,San Francisco,060,0750,5,0,1913,501,6
California,San Francisco,060,0750,5,0,1914,6,44
California,San Francisco,060,0750,5,0,1914,15,4
California,San Francisco,060,0750,5,0,1914,17,1
California,San Francisco,060,0750,5,0,1914,49,1
California,San Francisco,060,0750,5,0,1914,53,4
California,San Francisco,060,0750,5,0,1914,501,2
California,San Francisco,060,0750,5,0,1914,NA,1
California,San Francisco,060,0750,5,0,1915,6,41
California,San Francisco,060,0750,5,0,1915,15,6
California,San Francisco,060,0750,5,0,1916,6,53
California,San Francisco,060,0750,5,0,1916,15,2
California,San Francisco,060,0750,5,0,1916,16,1
California,San Francisco,060,0750,5,0,1916,49,1
California,San Francisco,060,0750,5,0,1916,53,1
California,San Francisco,060,0750,5,0,1916,501,4
California,San Francisco,060,0750,5,0,1917,6,37
California,San Francisco,060,0750,5,0,1917,15,7
California,San Francisco,060,0750,5,0,1917,41,1
California,San Francisco,060,0750,5,0,1917,53,4
California,San Francisco,060,0750,5,0,1917,56,1
California,San Francisco,060,0750,5,0,1917,501,2
California,San Francisco,060,0750,5,0,1918,6,41
California,San Francisco,060,0750,5,0,1918,15,5
California,San Francisco,060,0750,5,0,1918,32,2
California,San Francisco,060,0750,5,0,1918,501,2
California,San Francisco,060,0750,5,0,1919,6,48
California,San Francisco,060,0750,5,0,1919,15,4
California,San Francisco,060,0750,5,0,1919,49,3
California,San Francisco,060,0750,5,0,1919,53,4
California,San Francisco,060,0750,5,0,1919,501,1
California,San Francisco,060,0750,5,0,1920,6,46
California,San Francisco,060,0750,5,0,1920,8,1
California,San Francisco,060,0750,5,0,1920,15,1
California,San Francisco,060,0750,5,0,1920,32,1
California,San Francisco,060,0750,5,0,1920,41,1
California,San Francisco,060,0750,5,0,1920,53,1
California,San Francisco,060,0750,5,0,1920,501,1
California,San Francisco,060,0750,5,0,1921,6,78
California,San Francisco,060,0750,5,0,1921,15,1
California,San Francisco,060,0750,5,0,1921,49,1
California,San Francisco,060,0750,5,0,1921,53,1
California,San Francisco,060,0750,5,0,1921,501,2
California,San Francisco,060,0750,5,0,1922,6,58
California,San Francisco,060,0750,5,0,1922,15,4
California,San Francisco,060,0750,5,0,1922,16,1
California,San Francisco,060,0750,5,0,1922,41,1
California,San Francisco,060,0750,5,0,1922,49,2
California,San Francisco,060,0750,5,0,1922,53,1
California,San Francisco,060,0750,5,0,1922,501,2
California,San Francisco,060,0750,5,0,1923,6,52
California,San Francisco,060,0750,5,0,1923,15,1
California,San Francisco,060,0750,5,0,1923,53,1
California,San Francisco,060,0750,5,0,1923,501,1
California,San Francisco,060,0750,5,0,1924,6,44
California,San Francisco,060,0750,5,0,1924,49,1
California,San Francisco,060,0750,5,0,1924,53,1
California,San Francisco,060,0750,5,0,1925,6,60
California,San Francisco,060,0750,5,0,1925,49,1
California,San Francisco,060,0750,5,0,1926,6,33
California,San Francisco,060,0750,5,0,1927,6,47
California,San Francisco,060,0750,5,0,1927,53,1
California,San Francisco,060,0750,5,0,1927,501,2
California,San Francisco,060,0750,5,0,1928,6,24
California,San Francisco,060,0750,5,0,1928,53,1
California,San Francisco,060,0750,5,0,1929,6,37
California,San Francisco,060,0750,5,0,1929,53,2
California,San Francisco,060,0750,5,0,1930,6,27
California,San Francisco,060,0750,5,0,1930,53,1
California,San Francisco,060,0750,5,0,1930,501,1
California,San Francisco,060,0750,5,0,1931,6,21
California,San Francisco,060,0750,5,0,1931,53,1
California,San Francisco,060,0750,5,0,1932,6,32
California,San Francisco,060,0750,5,0,1933,6,24
California,San Francisco,060,0750,5,0,1933,49,1
California,San Francisco,060,0750,5,0,1934,6,23
California,San Francisco,060,0750,5,0,1934,501,1
California,San Francisco,060,0750,5,0,1935,6,21
California,San Francisco,060,0750,5,0,1935,15,1
California,San Francisco,060,0750,5,0,1935,16,1
California,San Francisco,060,0750,5,0,1935,53,1
California,San Francisco,060,0750,5,0,1936,6,25
California,San Francisco,060,0750,5,0,1936,53,1
California,San Francisco,060,0750,5,0,1936,501,1
California,San Francisco,060,0750,5,0,1937,6,28
California,San Francisco,060,0750,5,0,1938,6,28
California,San Francisco,060,0750,5,0,1938,15,1
California,San Francisco,060,0750,5,0,1938,501,1
California,San Francisco,060,0750,5,0,1939,6,20
California,San Francisco,060,0750,5,0,1939,53,1
California,San Francisco,060,0750,5,0,1939,501,1
California,San Francisco,060,0750,5,0,1940,6,25
California,San Francisco,060,0750,5,0,1940,501,1
California,San Francisco,060,0750,5,0,1941,6,30
California,San Francisco,060,0750,5,0,1941,53,1
California,San Francisco,060,0750,5,0,1942,6,16
California,San Francisco,060,0750,5,1,1857,501,1
California,San Francisco,060,0750,5,1,1861,501,1
California,San Francisco,060,0750,5,1,1862,501,1
California,San Francisco,060,0750,5,1,1865,501,1
California,San Francisco,060,0750,5,1,1866,501,1
California,San Francisco,060,0750,5,1,1868,501,2
California,San Francisco,060,0750,5,1,1870,501,2
California,San Francisco,060,0750,5,1,1871,501,2
California,San Francisco,060,0750,5,1,1872,501,2
California,San Francisco,060,0750,5,1,1873,501,5
California,San Francisco,060,0750,5,1,1874,501,4
California,San Francisco,060,0750,5,1,1875,501,9
California,San Francisco,060,0750,5,1,1876,501,8
California,San Francisco,060,0750,5,1,1877,501,10
California,San Francisco,060,0750,5,1,1878,501,10
California,San Francisco,060,0750,5,1,1879,501,10
California,San Francisco,060,0750,5,1,1880,501,8
California,San Francisco,060,0750,5,1,1881,501,9
California,San Francisco,060,0750,5,1,1882,501,10
California,San Francisco,060,0750,5,1,1883,501,16
California,San Francisco,060,0750,5,1,1884,501,13
California,San Francisco,060,0750,5,1,1885,501,12
California,San Francisco,060,0750,5,1,1886,501,15
California,San Francisco,060,0750,5,1,1887,6,1
California,San Francisco,060,0750,5,1,1887,501,21
California,San Francisco,060,0750,5,1,1888,501,24
California,San Francisco,060,0750,5,1,1889,501,24
California,San Francisco,060,0750,5,1,1890,6,1
California,San Francisco,060,0750,5,1,1890,501,28
California,San Francisco,060,0750,5,1,1890,NA,1
California,San Francisco,060,0750,5,1,1891,501,24
California,San Francisco,060,0750,5,1,1892,501,29
California,San Francisco,060,0750,5,1,1893,501,46
California,San Francisco,060,0750,5,1,1894,501,42
California,San Francisco,060,0750,5,1,1895,15,1
California,San Francisco,060,0750,5,1,1895,501,41
California,San Francisco,060,0750,5,1,1896,15,2
California,San Francisco,060,0750,5,1,1896,501,38
California,San Francisco,060,0750,5,1,1897,6,4
California,San Francisco,060,0750,5,1,1897,15,1
California,San Francisco,060,0750,5,1,1897,501,42
California,San Francisco,060,0750,5,1,1898,15,3
California,San Francisco,060,0750,5,1,1898,501,38
California,San Francisco,060,0750,5,1,1899,15,1
California,San Francisco,060,0750,5,1,1899,501,29
California,San Francisco,060,0750,5,1,1900,501,36
California,San Francisco,060,0750,5,1,1901,6,2
California,San Francisco,060,0750,5,1,1901,15,1
California,San Francisco,060,0750,5,1,1901,501,28
California,San Francisco,060,0750,5,1,1902,6,3
California,San Francisco,060,0750,5,1,1902,15,3
California,San Francisco,060,0750,5,1,1902,501,28
California,San Francisco,060,0750,5,1,1903,6,1
California,San Francisco,060,0750,5,1,1903,15,3
California,San Francisco,060,0750,5,1,1903,501,18
California,San Francisco,060,0750,5,1,1904,6,1
California,San Francisco,060,0750,5,1,1904,15,1
California,San Francisco,060,0750,5,1,1904,501,22
California,San Francisco,060,0750,5,1,1905,6,8
California,San Francisco,060,0750,5,1,1905,15,6
California,San Francisco,060,0750,5,1,1905,501,13
California,San Francisco,060,0750,5,1,1906,6,4
California,San Francisco,060,0750,5,1,1906,15,2
California,San Francisco,060,0750,5,1,1906,501,9
California,San Francisco,060,0750,5,1,1907,6,9
California,San Francisco,060,0750,5,1,1907,53,1
California,San Francisco,060,0750,5,1,1907,501,13
California,San Francisco,060,0750,5,1,1908,6,13
California,San Francisco,060,0750,5,1,1908,15,1
California,San Francisco,060,0750,5,1,1908,53,1
California,San Francisco,060,0750,5,1,1908,501,7
California,San Francisco,060,0750,5,1,1908,NA,1
California,San Francisco,060,0750,5,1,1909,6,15
California,San Francisco,060,0750,5,1,1909,15,3
California,San Francisco,060,0750,5,1,1909,501,3
California,San Francisco,060,0750,5,1,1910,6,17
California,San Francisco,060,0750,5,1,1910,15,2
California,San Francisco,060,0750,5,1,1910,53,2
California,San Francisco,060,0750,5,1,1910,501,3
California,San Francisco,060,0750,5,1,1911,6,16
California,San Francisco,060,0750,5,1,1911,15,2
California,San Francisco,060,0750,5,1,1911,41,1
California,San Francisco,060,0750,5,1,1911,53,1
California,San Francisco,060,0750,5,1,1911,501,2
California,San Francisco,060,0750,5,1,1912,6,30
California,San Francisco,060,0750,5,1,1912,15,5
California,San Francisco,060,0750,5,1,1912,56,1
California,San Francisco,060,0750,5,1,1912,501,1
California,San Francisco,060,0750,5,1,1913,6,35
California,San Francisco,060,0750,5,1,1913,15,5
California,San Francisco,060,0750,5,1,1913,41,2
California,San Francisco,060,0750,5,1,1913,53,1
California,San Francisco,060,0750,5,1,1913,501,2
California,San Francisco,060,0750,5,1,1914,6,30
California,San Francisco,060,0750,5,1,1914,15,5
California,San Francisco,060,0750,5,1,1914,32,1
California,San Francisco,060,0750,5,1,1914,41,1
California,San Francisco,060,0750,5,1,1914,49,1
California,San Francisco,060,0750,5,1,1914,53,2
California,San Francisco,060,0750,5,1,1914,501,5
California,San Francisco,060,0750,5,1,1915,2,1
California,San Francisco,060,0750,5,1,1915,6,50
California,San Francisco,060,0750,5,1,1915,8,1
California,San Francisco,060,0750,5,1,1915,15,3
California,San Francisco,060,0750,5,1,1915,32,1
California,San Francisco,060,0750,5,1,1915,39,1
California,San Francisco,060,0750,5,1,1915,49,1
California,San Francisco,060,0750,5,1,1915,53,3
California,San Francisco,060,0750,5,1,1915,501,2
California,San Francisco,060,0750,5,1,1916,6,46
California,San Francisco,060,0750,5,1,1916,15,1
California,San Francisco,060,0750,5,1,1916,16,1
California,San Francisco,060,0750,5,1,1916,56,1
California,San Francisco,060,0750,5,1,1916,501,3
California,San Francisco,060,0750,5,1,1917,6,57
California,San Francisco,060,0750,5,1,1917,15,5
California,San Francisco,060,0750,5,1,1917,53,1
California,San Francisco,060,0750,5,1,1917,56,2
California,San Francisco,060,0750,5,1,1917,501,2
California,San Francisco,060,0750,5,1,1918,6,51
California,San Francisco,060,0750,5,1,1918,15,3
California,San Francisco,060,0750,5,1,1918,53,2
California,San Francisco,060,0750,5,1,1919,6,59
California,San Francisco,060,0750,5,1,1919,15,5
California,San Francisco,060,0750,5,1,1919,16,1
California,San Francisco,060,0750,5,1,1919,32,1
California,San Francisco,060,0750,5,1,1919,49,2
California,San Francisco,060,0750,5,1,1919,53,1
California,San Francisco,060,0750,5,1,1919,501,3
California,San Francisco,060,0750,5,1,1920,6,57
California,San Francisco,060,0750,5,1,1920,15,2
California,San Francisco,060,0750,5,1,1920,32,2
California,San Francisco,060,0750,5,1,1920,41,2
California,San Francisco,060,0750,5,1,1920,53,5
California,San Francisco,060,0750,5,1,1920,150,1
California,San Francisco,060,0750,5,1,1920,501,1
California,San Francisco,060,0750,5,1,1921,4,1
California,San Francisco,060,0750,5,1,1921,6,57
California,San Francisco,060,0750,5,1,1921,15,1
California,San Francisco,060,0750,5,1,1921,32,1
California,San Francisco,060,0750,5,1,1921,41,1
California,San Francisco,060,0750,5,1,1921,150,1
California,San Francisco,060,0750,5,1,1921,501,2
California,San Francisco,060,0750,5,1,1922,6,52
California,San Francisco,060,0750,5,1,1922,8,1
California,San Francisco,060,0750,5,1,1922,15,1
California,San Francisco,060,0750,5,1,1922,32,1
California,San Francisco,060,0750,5,1,1922,53,3
California,San Francisco,060,0750,5,1,1923,6,50
California,San Francisco,060,0750,5,1,1923,15,2
California,San Francisco,060,0750,5,1,1923,41,1
California,San Francisco,060,0750,5,1,1923,48,1
California,San Francisco,060,0750,5,1,1923,53,1
California,San Francisco,060,0750,5,1,1924,6,48
California,San Francisco,060,0750,5,1,1924,15,1
California,San Francisco,060,0750,5,1,1924,49,1
California,San Francisco,060,0750,5,1,1924,501,1
California,San Francisco,060,0750,5,1,1925,6,47
California,San Francisco,060,0750,5,1,1925,41,1
California,San Francisco,060,0750,5,1,1926,6,45
California,San Francisco,060,0750,5,1,1926,42,1
California,San Francisco,060,0750,5,1,1926,53,1
California,San Francisco,060,0750,5,1,1927,6,29
California,San Francisco,060,0750,5,1,1927,501,4
California,San Francisco,060,0750,5,1,1928,6,34
California,San Francisco,060,0750,5,1,1928,49,1
California,San Francisco,060,0750,5,1,1928,53,1
California,San Francisco,060,0750,5,1,1928,501,1
California,San Francisco,060,0750,5,1,1929,6,30
California,San Francisco,060,0750,5,1,1929,53,1
California,San Francisco,060,0750,5,1,1930,6,28
California,San Francisco,060,0750,5,1,1930,49,1
California,San Francisco,060,0750,5,1,1930,501,1
California,San Francisco,060,0750,5,1,1931,6,22
California,San Francisco,060,0750,5,1,1931,501,2
California,San Francisco,060,0750,5,1,1932,6,13
California,San Francisco,060,0750,5,1,1932,99,1
California,San Francisco,060,0750,5,1,1933,6,24
California,San Francisco,060,0750,5,1,1933,25,1
California,San Francisco,060,0750,5,1,1933,53,1
California,San Francisco,060,0750,5,1,1933,150,1
California,San Francisco,060,0750,5,1,1934,6,28
California,San Francisco,060,0750,5,1,1935,6,21
California,San Francisco,060,0750,5,1,1935,8,1
California,San Francisco,060,0750,5,1,1936,6,14
California,San Francisco,060,0750,5,1,1937,6,24
California,San Francisco,060,0750,5,1,1938,6,26
California,San Francisco,060,0750,5,1,1938,8,1
California,San Francisco,060,0750,5,1,1939,6,27
California,San Francisco,060,0750,5,1,1939,501,1
California,San Francisco,060,0750,5,1,1940,6,32
California,San Francisco,060,0750,5,1,1941,6,33
California,San Francisco,060,0750,5,1,1942,6,9
California,San Francisco,060,0750,NA,0,1851,40,1
California,San Francisco,060,0750,NA,0,1869,501,1
California,San Francisco,060,0750,NA,0,1870,501,1
California,San Francisco,060,0750,NA,0,1876,501,1
California,San Francisco,060,0750,NA,0,1877,501,1
California,San Francisco,060,0750,NA,0,1879,501,4
California,San Francisco,060,0750,NA,0,1880,501,1
California,San Francisco,060,0750,NA,0,1881,501,1
California,San Francisco,060,0750,NA,0,1887,501,1
California,San Francisco,060,0750,NA,0,1889,501,1
California,San Francisco,060,0750,NA,0,1893,501,1
California,San Francisco,060,0750,NA,0,1894,501,1
California,San Francisco,060,0750,NA,0,1898,501,2
California,San Francisco,060,0750,NA,0,1899,501,1
California,San Francisco,060,0750,NA,0,1900,501,1
California,San Francisco,060,0750,NA,0,1906,6,1
California,San Francisco,060,0750,NA,0,1906,15,1
California,San Francisco,060,0750,NA,0,1910,6,1
California,San Francisco,060,0750,NA,1,1873,501,1
California,San Francisco,060,0750,NA,1,1879,501,1
California,San Francisco,060,0750,NA,1,1880,501,1
California,San Francisco,060,0750,NA,1,1882,501,1
California,San Francisco,060,0750,NA,1,1886,501,1
California,San Francisco,060,0750,NA,1,1890,501,1
California,San Francisco,060,0750,NA,1,1894,501,1
California,San Francisco,060,0750,NA,1,1898,501,1
California,San Francisco,060,0750,NA,1,1911,NA,1
California,San Joaquin,060,0770,1,0,1882,501,1
California,San Joaquin,060,0770,1,1,1914,12,1
California,San Joaquin,060,0770,1,1,1915,26,1
California,San Joaquin,060,0770,5,0,1860,501,1
California,San Joaquin,060,0770,5,0,1863,501,1
California,San Joaquin,060,0770,5,0,1864,501,7
California,San Joaquin,060,0770,5,0,1865,501,1
California,San Joaquin,060,0770,5,0,1866,501,6
California,San Joaquin,060,0770,5,0,1867,501,13
California,San Joaquin,060,0770,5,0,1868,501,15
California,San Joaquin,060,0770,5,0,1869,501,8
California,San Joaquin,060,0770,5,0,1870,501,12
California,San Joaquin,060,0770,5,0,1871,501,13
California,San Joaquin,060,0770,5,0,1872,501,19
California,San Joaquin,060,0770,5,0,1873,501,28
California,San Joaquin,060,0770,5,0,1874,501,27
California,San Joaquin,060,0770,5,0,1875,501,23
California,San Joaquin,060,0770,5,0,1876,501,34
California,San Joaquin,060,0770,5,0,1877,501,63
California,San Joaquin,060,0770,5,0,1878,501,47
California,San Joaquin,060,0770,5,0,1879,501,54
California,San Joaquin,060,0770,5,0,1880,501,59
California,San Joaquin,060,0770,5,0,1881,501,46
California,San Joaquin,060,0770,5,0,1882,501,61
California,San Joaquin,060,0770,5,0,1883,501,58
California,San Joaquin,060,0770,5,0,1884,501,73
California,San Joaquin,060,0770,5,0,1885,501,58
California,San Joaquin,060,0770,5,0,1886,501,50
California,San Joaquin,060,0770,5,0,1887,15,1
California,San Joaquin,060,0770,5,0,1887,501,49
California,San Joaquin,060,0770,5,0,1888,501,60
California,San Joaquin,060,0770,5,0,1889,15,1
California,San Joaquin,060,0770,5,0,1889,501,39
California,San Joaquin,060,0770,5,0,1890,501,34
California,San Joaquin,060,0770,5,0,1891,501,16
California,San Joaquin,060,0770,5,0,1892,40,1
California,San Joaquin,060,0770,5,0,1892,501,18
California,San Joaquin,060,0770,5,0,1893,15,2
California,San Joaquin,060,0770,5,0,1893,501,20
California,San Joaquin,060,0770,5,0,1894,15,1
California,San Joaquin,060,0770,5,0,1894,501,11
California,San Joaquin,060,0770,5,0,1895,15,2
California,San Joaquin,060,0770,5,0,1895,501,17
California,San Joaquin,060,0770,5,0,1896,15,1
California,San Joaquin,060,0770,5,0,1896,150,1
California,San Joaquin,060,0770,5,0,1896,501,19
California,San Joaquin,060,0770,5,0,1897,501,23
California,San Joaquin,060,0770,5,0,1898,15,2
California,San Joaquin,060,0770,5,0,1898,501,20
California,San Joaquin,060,0770,5,0,1899,501,21
California,San Joaquin,060,0770,5,0,1900,15,7
California,San Joaquin,060,0770,5,0,1900,501,20
California,San Joaquin,060,0770,5,0,1901,15,1
California,San Joaquin,060,0770,5,0,1901,501,22
California,San Joaquin,060,0770,5,0,1902,6,1
California,San Joaquin,060,0770,5,0,1902,15,4
California,San Joaquin,060,0770,5,0,1902,501,23
California,San Joaquin,060,0770,5,0,1903,15,8
California,San Joaquin,060,0770,5,0,1903,501,16
California,San Joaquin,060,0770,5,0,1904,6,6
California,San Joaquin,060,0770,5,0,1904,15,9
California,San Joaquin,060,0770,5,0,1904,501,14
California,San Joaquin,060,0770,5,0,1905,6,5
California,San Joaquin,060,0770,5,0,1905,15,9
California,San Joaquin,060,0770,5,0,1905,501,20
California,San Joaquin,060,0770,5,0,1906,6,6
California,San Joaquin,060,0770,5,0,1906,15,5
California,San Joaquin,060,0770,5,0,1906,501,14
California,San Joaquin,060,0770,5,0,1907,6,8
California,San Joaquin,060,0770,5,0,1907,15,3
California,San Joaquin,060,0770,5,0,1907,501,8
California,San Joaquin,060,0770,5,0,1908,6,6
California,San Joaquin,060,0770,5,0,1908,15,6
California,San Joaquin,060,0770,5,0,1908,501,1
California,San Joaquin,060,0770,5,0,1909,6,8
California,San Joaquin,060,0770,5,0,1909,15,5
California,San Joaquin,060,0770,5,0,1909,53,1
California,San Joaquin,060,0770,5,0,1909,501,3
California,San Joaquin,060,0770,5,0,1910,6,12
California,San Joaquin,060,0770,5,0,1910,15,3
California,San Joaquin,060,0770,5,0,1910,53,2
California,San Joaquin,060,0770,5,0,1911,6,21
California,San Joaquin,060,0770,5,0,1911,15,1
California,San Joaquin,060,0770,5,0,1911,53,1
California,San Joaquin,060,0770,5,0,1911,501,3
California,San Joaquin,060,0770,5,0,1912,6,19
California,San Joaquin,060,0770,5,0,1912,15,3
California,San Joaquin,060,0770,5,0,1912,17,1
California,San Joaquin,060,0770,5,0,1912,41,1
California,San Joaquin,060,0770,5,0,1913,6,39
California,San Joaquin,060,0770,5,0,1913,15,2
California,San Joaquin,060,0770,5,0,1913,53,1
California,San Joaquin,060,0770,5,0,1914,6,32
California,San Joaquin,060,0770,5,0,1914,15,4
California,San Joaquin,060,0770,5,0,1914,41,2
California,San Joaquin,060,0770,5,0,1914,49,1
California,San Joaquin,060,0770,5,0,1914,501,1
California,San Joaquin,060,0770,5,0,1915,6,47
California,San Joaquin,060,0770,5,0,1915,15,5
California,San Joaquin,060,0770,5,0,1915,16,1
California,San Joaquin,060,0770,5,0,1915,30,1
California,San Joaquin,060,0770,5,0,1915,41,1
California,San Joaquin,060,0770,5,0,1915,53,2
California,San Joaquin,060,0770,5,0,1915,501,3
California,San Joaquin,060,0770,5,0,1916,6,42
California,San Joaquin,060,0770,5,0,1916,15,3
California,San Joaquin,060,0770,5,0,1916,41,1
California,San Joaquin,060,0770,5,0,1916,56,1
California,San Joaquin,060,0770,5,0,1917,6,54
California,San Joaquin,060,0770,5,0,1917,8,1
California,San Joaquin,060,0770,5,0,1917,15,2
California,San Joaquin,060,0770,5,0,1917,31,1
California,San Joaquin,060,0770,5,0,1917,53,3
California,San Joaquin,060,0770,5,0,1917,501,1
California,San Joaquin,060,0770,5,0,1918,6,49
California,San Joaquin,060,0770,5,0,1918,8,1
California,San Joaquin,060,0770,5,0,1918,15,4
California,San Joaquin,060,0770,5,0,1918,41,1
California,San Joaquin,060,0770,5,0,1918,53,2
California,San Joaquin,060,0770,5,0,1918,56,1
California,San Joaquin,060,0770,5,0,1919,6,53
California,San Joaquin,060,0770,5,0,1919,15,5
California,San Joaquin,060,0770,5,0,1919,31,1
California,San Joaquin,060,0770,5,0,1919,53,2
California,San Joaquin,060,0770,5,0,1919,501,1
California,San Joaquin,060,0770,5,0,1920,6,61
California,San Joaquin,060,0770,5,0,1920,15,3
California,San Joaquin,060,0770,5,0,1920,53,2
California,San Joaquin,060,0770,5,0,1921,2,1
California,San Joaquin,060,0770,5,0,1921,6,95
California,San Joaquin,060,0770,5,0,1921,15,1
California,San Joaquin,060,0770,5,0,1921,41,2
California,San Joaquin,060,0770,5,0,1921,501,1
California,San Joaquin,060,0770,5,0,1922,6,81
California,San Joaquin,060,0770,5,0,1922,8,1
California,San Joaquin,060,0770,5,0,1922,15,2
California,San Joaquin,060,0770,5,0,1922,30,1
California,San Joaquin,060,0770,5,0,1922,41,1
California,San Joaquin,060,0770,5,0,1922,49,1
California,San Joaquin,060,0770,5,0,1922,53,2
California,San Joaquin,060,0770,5,0,1922,56,1
California,San Joaquin,060,0770,5,0,1923,6,85
California,San Joaquin,060,0770,5,0,1923,15,2
California,San Joaquin,060,0770,5,0,1923,53,3
California,San Joaquin,060,0770,5,0,1923,56,1
