state,county,NHGISST,NHGISCTY,race,sex,birth_yr,bpl,n
California,Los Angeles,060,0370,5,0,1887,15,1
California,Los Angeles,060,0370,5,0,1887,501,273
California,Los Angeles,060,0370,5,0,1888,15,2
California,Los Angeles,060,0370,5,0,1888,501,351
California,Los Angeles,060,0370,5,0,1889,15,4
California,Los Angeles,060,0370,5,0,1889,501,253
California,Los Angeles,060,0370,5,0,1890,15,4
California,Los Angeles,060,0370,5,0,1890,150,1
California,Los Angeles,060,0370,5,0,1890,501,198
California,Los Angeles,060,0370,5,0,1891,15,4
California,Los Angeles,060,0370,5,0,1891,501,113
California,Los Angeles,060,0370,5,0,1892,15,5
California,Los Angeles,060,0370,5,0,1892,501,110
California,Los Angeles,060,0370,5,0,1893,6,1
California,Los Angeles,060,0370,5,0,1893,15,5
California,Los Angeles,060,0370,5,0,1893,501,95
California,Los Angeles,060,0370,5,0,1894,6,1
California,Los Angeles,060,0370,5,0,1894,15,4
California,Los Angeles,060,0370,5,0,1894,501,110
California,Los Angeles,060,0370,5,0,1895,6,1
California,Los Angeles,060,0370,5,0,1895,15,9
California,Los Angeles,060,0370,5,0,1895,501,121
California,Los Angeles,060,0370,5,0,1896,6,1
California,Los Angeles,060,0370,5,0,1896,15,7
California,Los Angeles,060,0370,5,0,1896,501,141
California,Los Angeles,060,0370,5,0,1897,6,3
California,Los Angeles,060,0370,5,0,1897,15,10
California,Los Angeles,060,0370,5,0,1897,501,153
California,Los Angeles,060,0370,5,0,1898,6,1
California,Los Angeles,060,0370,5,0,1898,15,20
California,Los Angeles,060,0370,5,0,1898,501,209
California,Los Angeles,060,0370,5,0,1899,6,1
California,Los Angeles,060,0370,5,0,1899,15,19
California,Los Angeles,060,0370,5,0,1899,501,212
California,Los Angeles,060,0370,5,0,1900,6,1
California,Los Angeles,060,0370,5,0,1900,15,26
California,Los Angeles,060,0370,5,0,1900,53,1
California,Los Angeles,060,0370,5,0,1900,501,251
California,Los Angeles,060,0370,5,0,1901,6,8
California,Los Angeles,060,0370,5,0,1901,15,33
California,Los Angeles,060,0370,5,0,1901,53,2
California,Los Angeles,060,0370,5,0,1901,501,185
California,Los Angeles,060,0370,5,0,1902,6,9
California,Los Angeles,060,0370,5,0,1902,15,36
California,Los Angeles,060,0370,5,0,1902,53,2
California,Los Angeles,060,0370,5,0,1902,501,209
California,Los Angeles,060,0370,5,0,1903,6,15
California,Los Angeles,060,0370,5,0,1903,15,53
California,Los Angeles,060,0370,5,0,1903,16,1
California,Los Angeles,060,0370,5,0,1903,53,2
California,Los Angeles,060,0370,5,0,1903,501,173
California,Los Angeles,060,0370,5,0,1904,6,13
California,Los Angeles,060,0370,5,0,1904,15,55
California,Los Angeles,060,0370,5,0,1904,53,2
California,Los Angeles,060,0370,5,0,1904,501,176
California,Los Angeles,060,0370,5,0,1904,NA,1
California,Los Angeles,060,0370,5,0,1905,6,22
California,Los Angeles,060,0370,5,0,1905,15,57
California,Los Angeles,060,0370,5,0,1905,49,1
California,Los Angeles,060,0370,5,0,1905,53,3
California,Los Angeles,060,0370,5,0,1905,501,129
California,Los Angeles,060,0370,5,0,1906,6,29
California,Los Angeles,060,0370,5,0,1906,9,1
California,Los Angeles,060,0370,5,0,1906,15,44
California,Los Angeles,060,0370,5,0,1906,29,1
California,Los Angeles,060,0370,5,0,1906,31,1
California,Los Angeles,060,0370,5,0,1906,49,1
California,Los Angeles,060,0370,5,0,1906,53,8
California,Los Angeles,060,0370,5,0,1906,501,116
California,Los Angeles,060,0370,5,0,1907,6,44
California,Los Angeles,060,0370,5,0,1907,15,47
California,Los Angeles,060,0370,5,0,1907,16,1
California,Los Angeles,060,0370,5,0,1907,53,10
California,Los Angeles,060,0370,5,0,1907,501,77
California,Los Angeles,060,0370,5,0,1908,6,61
California,Los Angeles,060,0370,5,0,1908,8,1
California,Los Angeles,060,0370,5,0,1908,15,39
California,Los Angeles,060,0370,5,0,1908,16,1
California,Los Angeles,060,0370,5,0,1908,41,2
California,Los Angeles,060,0370,5,0,1908,53,8
California,Los Angeles,060,0370,5,0,1908,501,40
California,Los Angeles,060,0370,5,0,1909,4,1
California,Los Angeles,060,0370,5,0,1909,6,64
California,Los Angeles,060,0370,5,0,1909,15,46
California,Los Angeles,060,0370,5,0,1909,30,1
California,Los Angeles,060,0370,5,0,1909,41,2
California,Los Angeles,060,0370,5,0,1909,53,18
California,Los Angeles,060,0370,5,0,1909,501,32
California,Los Angeles,060,0370,5,0,1910,6,71
California,Los Angeles,060,0370,5,0,1910,15,37
California,Los Angeles,060,0370,5,0,1910,32,1
California,Los Angeles,060,0370,5,0,1910,41,4
California,Los Angeles,060,0370,5,0,1910,48,1
California,Los Angeles,060,0370,5,0,1910,53,18
California,Los Angeles,060,0370,5,0,1910,501,15
California,Los Angeles,060,0370,5,0,1910,NA,1
California,Los Angeles,060,0370,5,0,1911,6,114
California,Los Angeles,060,0370,5,0,1911,8,3
California,Los Angeles,060,0370,5,0,1911,15,44
California,Los Angeles,060,0370,5,0,1911,30,1
California,Los Angeles,060,0370,5,0,1911,41,5
California,Los Angeles,060,0370,5,0,1911,48,2
California,Los Angeles,060,0370,5,0,1911,49,2
California,Los Angeles,060,0370,5,0,1911,53,14
California,Los Angeles,060,0370,5,0,1911,56,3
California,Los Angeles,060,0370,5,0,1911,501,19
California,Los Angeles,060,0370,5,0,1912,4,1
California,Los Angeles,060,0370,5,0,1912,6,136
California,Los Angeles,060,0370,5,0,1912,8,1
California,Los Angeles,060,0370,5,0,1912,15,46
California,Los Angeles,060,0370,5,0,1912,16,1
California,Los Angeles,060,0370,5,0,1912,30,1
California,Los Angeles,060,0370,5,0,1912,41,3
California,Los Angeles,060,0370,5,0,1912,48,1
California,Los Angeles,060,0370,5,0,1912,49,3
California,Los Angeles,060,0370,5,0,1912,53,27
California,Los Angeles,060,0370,5,0,1912,56,4
California,Los Angeles,060,0370,5,0,1912,150,1
California,Los Angeles,060,0370,5,0,1912,501,15
California,Los Angeles,060,0370,5,0,1913,4,1
California,Los Angeles,060,0370,5,0,1913,6,209
California,Los Angeles,060,0370,5,0,1913,8,2
California,Los Angeles,060,0370,5,0,1913,15,39
California,Los Angeles,060,0370,5,0,1913,17,1
California,Los Angeles,060,0370,5,0,1913,30,1
California,Los Angeles,060,0370,5,0,1913,41,6
California,Los Angeles,060,0370,5,0,1913,49,2
California,Los Angeles,060,0370,5,0,1913,53,20
California,Los Angeles,060,0370,5,0,1913,501,16
California,Los Angeles,060,0370,5,0,1913,NA,1
California,Los Angeles,060,0370,5,0,1914,6,201
California,Los Angeles,060,0370,5,0,1914,8,3
California,Los Angeles,060,0370,5,0,1914,15,26
California,Los Angeles,060,0370,5,0,1914,16,1
California,Los Angeles,060,0370,5,0,1914,41,2
California,Los Angeles,060,0370,5,0,1914,49,7
California,Los Angeles,060,0370,5,0,1914,53,36
California,Los Angeles,060,0370,5,0,1914,501,12
California,Los Angeles,060,0370,5,0,1915,4,3
California,Los Angeles,060,0370,5,0,1915,6,243
California,Los Angeles,060,0370,5,0,1915,8,5
California,Los Angeles,060,0370,5,0,1915,15,30
California,Los Angeles,060,0370,5,0,1915,32,1
California,Los Angeles,060,0370,5,0,1915,41,4
California,Los Angeles,060,0370,5,0,1915,48,1
California,Los Angeles,060,0370,5,0,1915,49,1
California,Los Angeles,060,0370,5,0,1915,53,27
California,Los Angeles,060,0370,5,0,1915,56,2
California,Los Angeles,060,0370,5,0,1915,150,1
California,Los Angeles,060,0370,5,0,1915,501,17
California,Los Angeles,060,0370,5,0,1916,6,248
California,Los Angeles,060,0370,5,0,1916,8,3
California,Los Angeles,060,0370,5,0,1916,15,24
California,Los Angeles,060,0370,5,0,1916,16,2
California,Los Angeles,060,0370,5,0,1916,30,4
California,Los Angeles,060,0370,5,0,1916,32,2
California,Los Angeles,060,0370,5,0,1916,41,3
California,Los Angeles,060,0370,5,0,1916,49,3
California,Los Angeles,060,0370,5,0,1916,53,23
California,Los Angeles,060,0370,5,0,1916,56,3
California,Los Angeles,060,0370,5,0,1916,501,7
California,Los Angeles,060,0370,5,0,1917,2,1
California,Los Angeles,060,0370,5,0,1917,4,1
California,Los Angeles,060,0370,5,0,1917,6,260
California,Los Angeles,060,0370,5,0,1917,8,2
California,Los Angeles,060,0370,5,0,1917,15,31
California,Los Angeles,060,0370,5,0,1917,17,1
California,Los Angeles,060,0370,5,0,1917,30,1
California,Los Angeles,060,0370,5,0,1917,31,1
California,Los Angeles,060,0370,5,0,1917,32,1
California,Los Angeles,060,0370,5,0,1917,41,2
California,Los Angeles,060,0370,5,0,1917,48,2
California,Los Angeles,060,0370,5,0,1917,53,20
California,Los Angeles,060,0370,5,0,1917,56,1
California,Los Angeles,060,0370,5,0,1917,501,7
California,Los Angeles,060,0370,5,0,1917,NA,1
California,Los Angeles,060,0370,5,0,1918,2,1
California,Los Angeles,060,0370,5,0,1918,4,2
California,Los Angeles,060,0370,5,0,1918,6,260
California,Los Angeles,060,0370,5,0,1918,8,4
California,Los Angeles,060,0370,5,0,1918,15,26
California,Los Angeles,060,0370,5,0,1918,16,3
California,Los Angeles,060,0370,5,0,1918,29,1
California,Los Angeles,060,0370,5,0,1918,30,1
California,Los Angeles,060,0370,5,0,1918,31,1
California,Los Angeles,060,0370,5,0,1918,32,3
California,Los Angeles,060,0370,5,0,1918,40,1
California,Los Angeles,060,0370,5,0,1918,41,7
California,Los Angeles,060,0370,5,0,1918,49,6
California,Los Angeles,060,0370,5,0,1918,53,24
California,Los Angeles,060,0370,5,0,1918,56,2
California,Los Angeles,060,0370,5,0,1918,501,10
California,Los Angeles,060,0370,5,0,1918,NA,1
California,Los Angeles,060,0370,5,0,1919,4,2
California,Los Angeles,060,0370,5,0,1919,6,265
California,Los Angeles,060,0370,5,0,1919,8,2
California,Los Angeles,060,0370,5,0,1919,15,17
California,Los Angeles,060,0370,5,0,1919,16,5
California,Los Angeles,060,0370,5,0,1919,18,1
California,Los Angeles,060,0370,5,0,1919,30,2
California,Los Angeles,060,0370,5,0,1919,31,1
California,Los Angeles,060,0370,5,0,1919,36,2
California,Los Angeles,060,0370,5,0,1919,41,4
California,Los Angeles,060,0370,5,0,1919,42,1
California,Los Angeles,060,0370,5,0,1919,48,1
California,Los Angeles,060,0370,5,0,1919,49,4
California,Los Angeles,060,0370,5,0,1919,53,32
California,Los Angeles,060,0370,5,0,1919,150,2
California,Los Angeles,060,0370,5,0,1919,501,6
California,Los Angeles,060,0370,5,0,1920,4,1
California,Los Angeles,060,0370,5,0,1920,6,380
California,Los Angeles,060,0370,5,0,1920,8,4
California,Los Angeles,060,0370,5,0,1920,15,22
California,Los Angeles,060,0370,5,0,1920,16,3
California,Los Angeles,060,0370,5,0,1920,30,3
California,Los Angeles,060,0370,5,0,1920,31,1
California,Los Angeles,060,0370,5,0,1920,32,3
California,Los Angeles,060,0370,5,0,1920,41,1
California,Los Angeles,060,0370,5,0,1920,49,6
California,Los Angeles,060,0370,5,0,1920,53,24
California,Los Angeles,060,0370,5,0,1920,56,3
California,Los Angeles,060,0370,5,0,1920,501,4
California,Los Angeles,060,0370,5,0,1921,4,2
California,Los Angeles,060,0370,5,0,1921,6,458
California,Los Angeles,060,0370,5,0,1921,8,3
California,Los Angeles,060,0370,5,0,1921,15,19
California,Los Angeles,060,0370,5,0,1921,16,3
California,Los Angeles,060,0370,5,0,1921,22,1
California,Los Angeles,060,0370,5,0,1921,29,1
California,Los Angeles,060,0370,5,0,1921,30,5
California,Los Angeles,060,0370,5,0,1921,31,3
California,Los Angeles,060,0370,5,0,1921,35,2
California,Los Angeles,060,0370,5,0,1921,36,3
California,Los Angeles,060,0370,5,0,1921,41,4
California,Los Angeles,060,0370,5,0,1921,48,3
California,Los Angeles,060,0370,5,0,1921,49,13
California,Los Angeles,060,0370,5,0,1921,53,37
California,Los Angeles,060,0370,5,0,1921,56,2
California,Los Angeles,060,0370,5,0,1921,501,6
California,Los Angeles,060,0370,5,0,1922,4,1
California,Los Angeles,060,0370,5,0,1922,6,443
California,Los Angeles,060,0370,5,0,1922,8,9
California,Los Angeles,060,0370,5,0,1922,15,14
California,Los Angeles,060,0370,5,0,1922,16,4
California,Los Angeles,060,0370,5,0,1922,18,1
California,Los Angeles,060,0370,5,0,1922,30,3
California,Los Angeles,060,0370,5,0,1922,35,1
California,Los Angeles,060,0370,5,0,1922,36,1
California,Los Angeles,060,0370,5,0,1922,39,1
California,Los Angeles,060,0370,5,0,1922,41,2
California,Los Angeles,060,0370,5,0,1922,48,1
California,Los Angeles,060,0370,5,0,1922,49,10
California,Los Angeles,060,0370,5,0,1922,53,24
California,Los Angeles,060,0370,5,0,1922,56,3
California,Los Angeles,060,0370,5,0,1922,501,9
California,Los Angeles,060,0370,5,0,1923,4,1
California,Los Angeles,060,0370,5,0,1923,6,457
California,Los Angeles,060,0370,5,0,1923,8,1
California,Los Angeles,060,0370,5,0,1923,15,10
California,Los Angeles,060,0370,5,0,1923,16,4
California,Los Angeles,060,0370,5,0,1923,30,1
California,Los Angeles,060,0370,5,0,1923,32,1
California,Los Angeles,060,0370,5,0,1923,40,2
California,Los Angeles,060,0370,5,0,1923,41,6
California,Los Angeles,060,0370,5,0,1923,48,1
California,Los Angeles,060,0370,5,0,1923,49,4
California,Los Angeles,060,0370,5,0,1923,53,21
California,Los Angeles,060,0370,5,0,1923,56,1
California,Los Angeles,060,0370,5,0,1923,150,2
California,Los Angeles,060,0370,5,0,1923,501,5
California,Los Angeles,060,0370,5,0,1924,6,384
California,Los Angeles,060,0370,5,0,1924,8,4
California,Los Angeles,060,0370,5,0,1924,9,1
California,Los Angeles,060,0370,5,0,1924,15,5
California,Los Angeles,060,0370,5,0,1924,16,1
California,Los Angeles,060,0370,5,0,1924,26,1
California,Los Angeles,060,0370,5,0,1924,30,2
California,Los Angeles,060,0370,5,0,1924,31,1
California,Los Angeles,060,0370,5,0,1924,32,2
California,Los Angeles,060,0370,5,0,1924,41,2
California,Los Angeles,060,0370,5,0,1924,49,4
California,Los Angeles,060,0370,5,0,1924,53,18
California,Los Angeles,060,0370,5,0,1924,200,1
California,Los Angeles,060,0370,5,0,1924,501,2
California,Los Angeles,060,0370,5,0,1925,4,1
California,Los Angeles,060,0370,5,0,1925,6,420
California,Los Angeles,060,0370,5,0,1925,8,3
California,Los Angeles,060,0370,5,0,1925,15,4
California,Los Angeles,060,0370,5,0,1925,16,1
California,Los Angeles,060,0370,5,0,1925,17,1
California,Los Angeles,060,0370,5,0,1925,30,3
California,Los Angeles,060,0370,5,0,1925,32,1
California,Los Angeles,060,0370,5,0,1925,36,1
California,Los Angeles,060,0370,5,0,1925,41,2
California,Los Angeles,060,0370,5,0,1925,48,1
California,Los Angeles,060,0370,5,0,1925,49,9
California,Los Angeles,060,0370,5,0,1925,53,15
California,Los Angeles,060,0370,5,0,1925,56,1
California,Los Angeles,060,0370,5,0,1925,501,3
California,Los Angeles,060,0370,5,0,1926,6,364
California,Los Angeles,060,0370,5,0,1926,8,3
California,Los Angeles,060,0370,5,0,1926,15,2
California,Los Angeles,060,0370,5,0,1926,16,3
California,Los Angeles,060,0370,5,0,1926,17,1
California,Los Angeles,060,0370,5,0,1926,30,4
California,Los Angeles,060,0370,5,0,1926,35,1
California,Los Angeles,060,0370,5,0,1926,39,1
California,Los Angeles,060,0370,5,0,1926,41,1
California,Los Angeles,060,0370,5,0,1926,49,5
California,Los Angeles,060,0370,5,0,1926,53,11
California,Los Angeles,060,0370,5,0,1926,56,2
California,Los Angeles,060,0370,5,0,1926,501,3
California,Los Angeles,060,0370,5,0,1927,6,328
California,Los Angeles,060,0370,5,0,1927,8,3
California,Los Angeles,060,0370,5,0,1927,15,1
California,Los Angeles,060,0370,5,0,1927,16,2
California,Los Angeles,060,0370,5,0,1927,30,1
California,Los Angeles,060,0370,5,0,1927,31,1
California,Los Angeles,060,0370,5,0,1927,32,1
California,Los Angeles,060,0370,5,0,1927,40,1
California,Los Angeles,060,0370,5,0,1927,41,2
California,Los Angeles,060,0370,5,0,1927,48,1
California,Los Angeles,060,0370,5,0,1927,49,7
California,Los Angeles,060,0370,5,0,1927,53,17
California,Los Angeles,060,0370,5,0,1927,56,1
California,Los Angeles,060,0370,5,0,1927,501,7
California,Los Angeles,060,0370,5,0,1928,4,1
California,Los Angeles,060,0370,5,0,1928,6,285
California,Los Angeles,060,0370,5,0,1928,8,1
California,Los Angeles,060,0370,5,0,1928,15,2
California,Los Angeles,060,0370,5,0,1928,16,2
California,Los Angeles,060,0370,5,0,1928,17,1
California,Los Angeles,060,0370,5,0,1928,30,1
California,Los Angeles,060,0370,5,0,1928,31,1
California,Los Angeles,060,0370,5,0,1928,41,2
California,Los Angeles,060,0370,5,0,1928,49,2
California,Los Angeles,060,0370,5,0,1928,53,11
California,Los Angeles,060,0370,5,0,1928,501,3
California,Los Angeles,060,0370,5,0,1929,4,1
California,Los Angeles,060,0370,5,0,1929,6,242
California,Los Angeles,060,0370,5,0,1929,15,1
California,Los Angeles,060,0370,5,0,1929,30,1
California,Los Angeles,060,0370,5,0,1929,31,1
California,Los Angeles,060,0370,5,0,1929,40,1
California,Los Angeles,060,0370,5,0,1929,48,1
California,Los Angeles,060,0370,5,0,1929,49,3
California,Los Angeles,060,0370,5,0,1929,53,8
California,Los Angeles,060,0370,5,0,1929,56,1
California,Los Angeles,060,0370,5,0,1929,501,2
California,Los Angeles,060,0370,5,0,1930,4,2
California,Los Angeles,060,0370,5,0,1930,6,229
California,Los Angeles,060,0370,5,0,1930,15,2
California,Los Angeles,060,0370,5,0,1930,16,1
California,Los Angeles,060,0370,5,0,1930,30,1
California,Los Angeles,060,0370,5,0,1930,48,1
California,Los Angeles,060,0370,5,0,1930,49,2
California,Los Angeles,060,0370,5,0,1930,53,7
California,Los Angeles,060,0370,5,0,1930,501,1
California,Los Angeles,060,0370,5,0,1931,6,234
California,Los Angeles,060,0370,5,0,1931,8,2
California,Los Angeles,060,0370,5,0,1931,15,2
California,Los Angeles,060,0370,5,0,1931,36,1
California,Los Angeles,060,0370,5,0,1931,41,1
California,Los Angeles,060,0370,5,0,1931,49,2
California,Los Angeles,060,0370,5,0,1931,53,9
California,Los Angeles,060,0370,5,0,1932,6,228
California,Los Angeles,060,0370,5,0,1932,15,2
California,Los Angeles,060,0370,5,0,1932,41,1
California,Los Angeles,060,0370,5,0,1932,49,2
California,Los Angeles,060,0370,5,0,1932,53,3
California,Los Angeles,060,0370,5,0,1933,6,197
California,Los Angeles,060,0370,5,0,1933,8,1
California,Los Angeles,060,0370,5,0,1933,15,1
California,Los Angeles,060,0370,5,0,1933,53,4
California,Los Angeles,060,0370,5,0,1933,501,1
California,Los Angeles,060,0370,5,0,1934,6,225
California,Los Angeles,060,0370,5,0,1934,8,1
California,Los Angeles,060,0370,5,0,1934,15,1
California,Los Angeles,060,0370,5,0,1934,35,1
California,Los Angeles,060,0370,5,0,1934,41,1
California,Los Angeles,060,0370,5,0,1934,53,2
California,Los Angeles,060,0370,5,0,1934,501,2
California,Los Angeles,060,0370,5,0,1935,4,1
California,Los Angeles,060,0370,5,0,1935,6,215
California,Los Angeles,060,0370,5,0,1935,15,1
California,Los Angeles,060,0370,5,0,1935,16,1
California,Los Angeles,060,0370,5,0,1935,53,3
California,Los Angeles,060,0370,5,0,1936,6,247
California,Los Angeles,060,0370,5,0,1936,15,2
California,Los Angeles,060,0370,5,0,1936,41,1
California,Los Angeles,060,0370,5,0,1936,53,2
California,Los Angeles,060,0370,5,0,1936,501,3
California,Los Angeles,060,0370,5,0,1937,2,1
California,Los Angeles,060,0370,5,0,1937,6,220
California,Los Angeles,060,0370,5,0,1937,15,1
California,Los Angeles,060,0370,5,0,1937,48,1
California,Los Angeles,060,0370,5,0,1937,53,3
California,Los Angeles,060,0370,5,0,1938,6,269
California,Los Angeles,060,0370,5,0,1938,36,1
California,Los Angeles,060,0370,5,0,1938,39,1
California,Los Angeles,060,0370,5,0,1938,53,2
California,Los Angeles,060,0370,5,0,1938,501,1
California,Los Angeles,060,0370,5,0,1939,6,263
California,Los Angeles,060,0370,5,0,1939,15,1
California,Los Angeles,060,0370,5,0,1939,49,1
California,Los Angeles,060,0370,5,0,1939,501,3
California,Los Angeles,060,0370,5,0,1939,NA,1
California,Los Angeles,060,0370,5,0,1940,4,1
California,Los Angeles,060,0370,5,0,1940,6,287
California,Los Angeles,060,0370,5,0,1940,15,1
California,Los Angeles,060,0370,5,0,1940,41,1
California,Los Angeles,060,0370,5,0,1940,53,1
California,Los Angeles,060,0370,5,0,1940,501,2
California,Los Angeles,060,0370,5,0,1941,6,334
California,Los Angeles,060,0370,5,0,1941,53,1
California,Los Angeles,060,0370,5,0,1941,56,1
California,Los Angeles,060,0370,5,0,1941,501,1
California,Los Angeles,060,0370,5,0,1942,6,136
California,Los Angeles,060,0370,5,0,1942,56,1
California,Los Angeles,060,0370,5,1,1858,501,1
California,Los Angeles,060,0370,5,1,1860,501,1
California,Los Angeles,060,0370,5,1,1861,501,1
California,Los Angeles,060,0370,5,1,1863,501,3
California,Los Angeles,060,0370,5,1,1864,501,3
California,Los Angeles,060,0370,5,1,1865,501,1
California,Los Angeles,060,0370,5,1,1866,501,1
California,Los Angeles,060,0370,5,1,1867,501,3
California,Los Angeles,060,0370,5,1,1868,501,5
California,Los Angeles,060,0370,5,1,1869,501,4
California,Los Angeles,060,0370,5,1,1870,501,11
California,Los Angeles,060,0370,5,1,1871,501,7
California,Los Angeles,060,0370,5,1,1872,15,1
California,Los Angeles,060,0370,5,1,1872,501,10
California,Los Angeles,060,0370,5,1,1873,501,15
California,Los Angeles,060,0370,5,1,1874,501,16
California,Los Angeles,060,0370,5,1,1875,501,16
California,Los Angeles,060,0370,5,1,1876,501,31
California,Los Angeles,060,0370,5,1,1877,501,35
California,Los Angeles,060,0370,5,1,1878,501,41
California,Los Angeles,060,0370,5,1,1879,501,46
California,Los Angeles,060,0370,5,1,1880,501,57
California,Los Angeles,060,0370,5,1,1881,501,54
California,Los Angeles,060,0370,5,1,1882,501,66
California,Los Angeles,060,0370,5,1,1882,NA,1
California,Los Angeles,060,0370,5,1,1883,501,74
California,Los Angeles,060,0370,5,1,1884,6,1
California,Los Angeles,060,0370,5,1,1884,501,81
California,Los Angeles,060,0370,5,1,1885,501,79
California,Los Angeles,060,0370,5,1,1886,501,122
California,Los Angeles,060,0370,5,1,1887,501,92
California,Los Angeles,060,0370,5,1,1888,15,2
California,Los Angeles,060,0370,5,1,1888,501,111
California,Los Angeles,060,0370,5,1,1889,15,1
California,Los Angeles,060,0370,5,1,1889,501,142
California,Los Angeles,060,0370,5,1,1890,501,136
California,Los Angeles,060,0370,5,1,1891,6,2
California,Los Angeles,060,0370,5,1,1891,15,1
California,Los Angeles,060,0370,5,1,1891,501,172
California,Los Angeles,060,0370,5,1,1892,15,4
California,Los Angeles,060,0370,5,1,1892,501,192
California,Los Angeles,060,0370,5,1,1893,15,4
California,Los Angeles,060,0370,5,1,1893,501,190
California,Los Angeles,060,0370,5,1,1894,15,3
California,Los Angeles,060,0370,5,1,1894,501,216
California,Los Angeles,060,0370,5,1,1895,15,2
California,Los Angeles,060,0370,5,1,1895,501,228
California,Los Angeles,060,0370,5,1,1896,6,1
California,Los Angeles,060,0370,5,1,1896,15,2
California,Los Angeles,060,0370,5,1,1896,501,203
California,Los Angeles,060,0370,5,1,1897,6,2
California,Los Angeles,060,0370,5,1,1897,15,5
California,Los Angeles,060,0370,5,1,1897,53,1
California,Los Angeles,060,0370,5,1,1897,501,238
California,Los Angeles,060,0370,5,1,1898,15,4
California,Los Angeles,060,0370,5,1,1898,501,240
California,Los Angeles,060,0370,5,1,1898,NA,2
California,Los Angeles,060,0370,5,1,1899,15,7
California,Los Angeles,060,0370,5,1,1899,501,222
California,Los Angeles,060,0370,5,1,1899,NA,1
California,Los Angeles,060,0370,5,1,1900,15,16
California,Los Angeles,060,0370,5,1,1900,501,223
California,Los Angeles,060,0370,5,1,1901,15,14
California,Los Angeles,060,0370,5,1,1901,501,202
California,Los Angeles,060,0370,5,1,1901,NA,1
California,Los Angeles,060,0370,5,1,1902,6,2
California,Los Angeles,060,0370,5,1,1902,15,17
California,Los Angeles,060,0370,5,1,1902,53,1
California,Los Angeles,060,0370,5,1,1902,501,186
California,Los Angeles,060,0370,5,1,1903,6,4
California,Los Angeles,060,0370,5,1,1903,15,18
California,Los Angeles,060,0370,5,1,1903,53,2
California,Los Angeles,060,0370,5,1,1903,501,175
California,Los Angeles,060,0370,5,1,1904,6,10
California,Los Angeles,060,0370,5,1,1904,15,20
California,Los Angeles,060,0370,5,1,1904,49,1
California,Los Angeles,060,0370,5,1,1904,53,3
California,Los Angeles,060,0370,5,1,1904,501,155
California,Los Angeles,060,0370,5,1,1905,6,15
California,Los Angeles,060,0370,5,1,1905,15,17
California,Los Angeles,060,0370,5,1,1905,16,1
California,Los Angeles,060,0370,5,1,1905,501,123
California,Los Angeles,060,0370,5,1,1906,6,23
California,Los Angeles,060,0370,5,1,1906,15,18
California,Los Angeles,060,0370,5,1,1906,31,1
California,Los Angeles,060,0370,5,1,1906,49,1
California,Los Angeles,060,0370,5,1,1906,53,1
California,Los Angeles,060,0370,5,1,1906,56,1
California,Los Angeles,060,0370,5,1,1906,150,1
California,Los Angeles,060,0370,5,1,1906,501,91
California,Los Angeles,060,0370,5,1,1907,6,44
California,Los Angeles,060,0370,5,1,1907,15,26
California,Los Angeles,060,0370,5,1,1907,16,1
California,Los Angeles,060,0370,5,1,1907,53,9
California,Los Angeles,060,0370,5,1,1907,501,65
California,Los Angeles,060,0370,5,1,1908,6,66
California,Los Angeles,060,0370,5,1,1908,8,1
California,Los Angeles,060,0370,5,1,1908,15,23
California,Los Angeles,060,0370,5,1,1908,30,2
California,Los Angeles,060,0370,5,1,1908,41,2
California,Los Angeles,060,0370,5,1,1908,53,8
California,Los Angeles,060,0370,5,1,1908,501,46
California,Los Angeles,060,0370,5,1,1909,2,1
California,Los Angeles,060,0370,5,1,1909,6,63
California,Los Angeles,060,0370,5,1,1909,8,1
California,Los Angeles,060,0370,5,1,1909,15,35
California,Los Angeles,060,0370,5,1,1909,16,2
California,Los Angeles,060,0370,5,1,1909,24,1
California,Los Angeles,060,0370,5,1,1909,29,1
California,Los Angeles,060,0370,5,1,1909,48,1
California,Los Angeles,060,0370,5,1,1909,53,18
California,Los Angeles,060,0370,5,1,1909,501,27
California,Los Angeles,060,0370,5,1,1910,6,63
California,Los Angeles,060,0370,5,1,1910,8,1
California,Los Angeles,060,0370,5,1,1910,12,1
California,Los Angeles,060,0370,5,1,1910,15,36
California,Los Angeles,060,0370,5,1,1910,16,1
California,Los Angeles,060,0370,5,1,1910,40,1
California,Los Angeles,060,0370,5,1,1910,41,1
California,Los Angeles,060,0370,5,1,1910,49,1
California,Los Angeles,060,0370,5,1,1910,53,12
California,Los Angeles,060,0370,5,1,1910,501,16
California,Los Angeles,060,0370,5,1,1911,6,110
California,Los Angeles,060,0370,5,1,1911,15,41
California,Los Angeles,060,0370,5,1,1911,16,1
California,Los Angeles,060,0370,5,1,1911,30,1
California,Los Angeles,060,0370,5,1,1911,35,1
California,Los Angeles,060,0370,5,1,1911,49,1
California,Los Angeles,060,0370,5,1,1911,53,15
California,Los Angeles,060,0370,5,1,1911,56,1
California,Los Angeles,060,0370,5,1,1911,501,9
California,Los Angeles,060,0370,5,1,1912,6,138
California,Los Angeles,060,0370,5,1,1912,8,4
California,Los Angeles,060,0370,5,1,1912,15,27
California,Los Angeles,060,0370,5,1,1912,30,1
California,Los Angeles,060,0370,5,1,1912,32,1
California,Los Angeles,060,0370,5,1,1912,41,3
California,Los Angeles,060,0370,5,1,1912,48,2
California,Los Angeles,060,0370,5,1,1912,49,1
