state,county,NHGISST,NHGISCTY,sex,birthyr,birthplace,n_z_I,p_z_I,STATEFIP,COUNTYICP,n_z,p_z,pr_intern
California,Los Angeles,060,0370,2,1928,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1928,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1929,11,9,8.304728158564943e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1929,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1929,13,230,0.00212231941829993,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1929,22,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1929,27,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1929,36,1,9.227475731738825e-6,6,370,1,7.892597532774011e-6,1
California,Los Angeles,060,0370,2,1929,40,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1929,41,1,9.227475731738825e-6,6,370,1,7.892597532774011e-6,1
California,Los Angeles,060,0370,2,1929,54,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1929,57,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1929,72,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1929,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1929,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1930,11,8,7.38198058539106e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1930,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1930,13,216,0.00199313475805558,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1930,23,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1930,24,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1930,25,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1930,26,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1930,28,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1930,48,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1930,72,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1930,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1931,11,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1931,13,230,0.00212231941829993,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1931,23,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1931,26,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1931,27,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1931,48,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1931,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1931,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1932,11,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1932,13,251,0.00231609640866644,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1932,21,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1932,40,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1932,53,1,9.227475731738825e-6,6,370,4,3.1570390131096046e-5,0.25
California,Los Angeles,060,0370,2,1932,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1933,11,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1933,12,1,9.227475731738825e-6,6,370,1,7.892597532774011e-6,1
California,Los Angeles,060,0370,2,1933,13,241,0.00222382165134905,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1933,23,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1933,41,1,9.227475731738825e-6,6,370,2,1.5785195065548023e-5,0.5
California,Los Angeles,060,0370,2,1933,53,1,9.227475731738825e-6,6,370,3,2.367779259832203e-5,0.3333333333333333
California,Los Angeles,060,0370,2,1933,71,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1933,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1933,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1934,11,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1934,13,212,0.00195622485512863,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1934,26,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1934,27,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1934,57,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1934,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1934,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1934,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1935,11,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1935,12,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1935,13,228,0.00210386446683645,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1935,21,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1935,26,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1935,38,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1935,56,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1935,81,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1935,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1935,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1935,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1936,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1936,13,212,0.00195622485512863,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1936,22,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1936,38,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1936,41,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1936,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1937,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1937,13,214,0.0019746798065921,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1937,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1937,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1938,0,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1938,11,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1938,13,228,0.00210386446683645,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1938,38,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1938,45,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1938,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1939,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1939,13,284,0.00262060310781382,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1939,28,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1939,57,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1939,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1940,13,252,0.00232532388439818,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1940,41,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1940,90,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1940,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1941,13,272,0.00250987339903296,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,2,1942,13,131,0.00120879932085778,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,NA,1879,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,NA,1901,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,NA,1907,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,NA,1915,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,NA,1916,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Los Angeles,060,0370,NA,1921,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1869,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1872,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1872,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1875,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1876,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1877,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1879,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1880,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1881,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1882,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1882,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1882,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1883,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1884,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1885,73,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1885,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1885,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1885,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1886,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1886,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1886,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1889,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1889,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1890,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1891,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1891,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1892,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1893,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1898,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1899,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1899,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1900,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1900,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1901,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1901,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1902,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1907,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1910,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1912,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1914,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1915,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1917,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1918,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1919,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1920,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1921,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1921,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1922,13,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1923,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1924,13,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1925,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1926,13,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1927,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1928,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1929,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1930,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1931,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1932,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1933,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1935,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1936,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1937,13,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1938,13,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1939,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1940,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1941,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,1,1942,13,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1874,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1876,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1881,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1884,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1889,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1892,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1894,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1894,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1896,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1897,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1899,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1900,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1903,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1903,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1904,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1906,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1907,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1910,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1911,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1912,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1915,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1916,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1916,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1917,13,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1918,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1919,13,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1920,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1921,13,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1922,13,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1923,13,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1924,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1925,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1926,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1928,13,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1929,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1930,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1932,13,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1933,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1934,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1935,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1936,13,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1937,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1938,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1939,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1940,13,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Madera,060,0390,2,1942,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1870,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1871,90,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1874,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1876,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1877,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1878,97,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1880,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1882,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1882,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1884,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1885,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1885,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1886,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1889,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1890,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1890,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1891,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1896,95,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1898,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1898,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1900,74,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1901,70,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1902,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1904,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1905,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1909,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1909,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1909,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1912,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1913,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1914,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1915,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1916,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1918,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1919,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1926,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1928,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1930,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1931,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1932,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1933,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1938,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1940,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,1,1941,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1880,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1881,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1887,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1888,83,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1888,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1894,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1894,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1895,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1896,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1897,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1901,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1902,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1903,74,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1903,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1915,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1916,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1916,74,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1917,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1918,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1919,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1919,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1921,57,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1928,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1931,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1939,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Marin,060,0410,2,1941,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Mendocino,060,0450,1,1868,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Mendocino,060,0450,1,1870,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Mendocino,060,0450,1,1874,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Mendocino,060,0450,1,1880,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Mendocino,060,0450,1,1880,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Mendocino,060,0450,1,1881,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Mendocino,060,0450,1,1885,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Mendocino,060,0450,1,1897,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Mendocino,060,0450,1,1900,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Mendocino,060,0450,1,1900,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Mendocino,060,0450,1,1907,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
