state,county,NHGISST,NHGISCTY,sex,birthyr,birthplace,n_z_I,p_z_I,STATEFIP,COUNTYICP,n_z,p_z,pr_intern
California,Santa Barbara,060,0830,2,1874,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1875,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1875,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1878,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1878,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1879,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1879,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1880,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1881,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1881,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1881,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1881,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1882,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1882,99,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1883,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1883,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1884,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1884,99,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1885,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1885,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1885,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1886,96,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1886,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1887,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1887,99,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1888,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1888,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1888,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1888,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1889,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1889,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1889,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1889,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1890,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1890,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1890,96,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1890,99,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1891,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1891,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1891,99,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1892,73,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1892,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1892,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1892,96,8,7.38198058539106e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1892,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1893,96,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1893,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1894,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1894,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1894,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1894,96,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1894,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1894,99,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1895,73,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1895,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1895,96,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1895,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1896,92,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1896,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1896,95,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1896,96,9,8.304728158564943e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1896,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1897,94,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1897,96,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1897,99,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1898,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1898,96,13,1.1995718451260472e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1898,99,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1899,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1899,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1899,96,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1899,99,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1900,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1900,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1900,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1900,96,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1900,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1900,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1901,72,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1901,74,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1901,96,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1901,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1902,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1902,93,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1902,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1902,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1902,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1903,96,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1903,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1904,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1904,73,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1904,96,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1904,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1905,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1905,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1906,71,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1906,73,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1906,74,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1906,96,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1906,97,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1906,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1906,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1907,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1907,71,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1907,72,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1907,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1907,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1908,13,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1908,28,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1908,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1908,74,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1908,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1909,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1909,13,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1909,22,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1909,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1909,73,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1909,92,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1909,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1910,13,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1910,70,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1910,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1910,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1911,13,8,7.38198058539106e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1912,13,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1912,74,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1912,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1913,13,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1913,92,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1914,13,13,1.1995718451260472e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1914,23,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1914,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1914,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1915,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1915,13,18,1.6609456317129886e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1915,70,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1915,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1915,73,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1916,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1916,13,9,8.304728158564943e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1916,22,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1916,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1917,13,8,7.38198058539106e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1917,26,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1917,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1918,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1918,13,22,2.0300446609825416e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1918,48,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1919,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1919,13,21,1.9377699036651533e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1919,22,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1919,23,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1919,27,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1919,38,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1919,48,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1919,73,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1920,13,29,2.6759679622042595e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1920,27,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1920,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1921,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1921,13,31,2.860517476839036e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1921,22,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1921,72,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1921,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1922,13,25,2.3068689329347063e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1922,28,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1922,48,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1922,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1923,13,31,2.860517476839036e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1923,22,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1923,38,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1923,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1924,13,34,3.1373417487912006e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1924,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1925,13,26,2.3991436902520943e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1926,13,23,2.12231941829993e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1926,22,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1927,13,18,1.6609456317129886e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1928,13,22,2.0300446609825416e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1929,13,14,1.2918466024434356e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1929,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1930,13,17,1.5686708743956003e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1930,26,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1931,13,15,1.384121359760824e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1931,38,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1932,13,17,1.5686708743956003e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1933,13,14,1.2918466024434356e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1933,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1934,13,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1934,21,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1934,28,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1935,13,16,1.476396117078212e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1935,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1936,13,9,8.304728158564943e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1937,13,9,8.304728158564943e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1937,27,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1938,13,14,1.2918466024434356e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1938,57,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1939,13,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1939,71,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1940,13,11,1.0150223304912708e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1941,13,11,1.0150223304912708e-4,NA,NA,NA,NA,NA
California,Santa Barbara,060,0830,2,1942,13,11,1.0150223304912708e-4,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1859,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1861,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1866,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1867,96,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1867,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1868,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1868,99,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1869,96,5,4.613737865869413e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1869,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1869,99,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1870,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1870,99,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1871,90,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1871,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1871,99,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1872,96,8,7.38198058539106e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1872,99,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1873,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1873,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1873,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1873,99,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1874,92,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1874,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1874,96,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1874,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1874,99,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1875,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1875,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1875,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1875,96,10,9.227475731738826e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1875,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1875,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1875,99,15,1.384121359760824e-4,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1876,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1876,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1876,96,9,8.304728158564943e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1876,99,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1877,93,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1877,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1877,96,8,7.38198058539106e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1877,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1877,99,10,9.227475731738826e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1878,93,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1878,94,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1878,95,3,2.768242719521648e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1878,96,9,8.304728158564943e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1878,99,8,7.38198058539106e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1879,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1879,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1879,96,11,1.0150223304912708e-4,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1879,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1879,99,14,1.2918466024434356e-4,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1880,90,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1880,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1880,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1880,96,11,1.0150223304912708e-4,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1880,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1880,99,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1881,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1881,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1881,96,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1881,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1881,99,9,8.304728158564943e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1882,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1882,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1882,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1882,96,7,6.459233012217178e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1882,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1882,99,9,8.304728158564943e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1883,93,2,1.845495146347765e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1883,94,4,3.69099029269553e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1883,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1883,96,6,5.536485439043296e-5,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1883,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1883,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
California,Santa Clara,060,0850,1,1883,99,12,1.1072970878086592e-4,NA,NA,NA,NA,NA
