STATEFIP,COUNTYICP,SEX,BIRTHYR,BPL,n,p,NHGISST,NHGISCTY
6,370,1,1919,501,20,1.5785195065548023e-4,060,0370
6,370,1,1925,6,465,0.003670057852739915,060,0370
6,370,1,1937,6,243,0.0019179012004640846,060,0370
6,370,1,1920,56,6,4.735558519664407e-5,060,0370
6,370,1,1912,6,151,0.0011917822274488757,060,0370
6,370,1,1901,501,220,0.0017363714572102824,060,0370
6,370,1,1919,6,461,0.003638487462608819,060,0370
6,370,1,1870,501,41,3.2359649884373444e-4,060,0370
6,370,2,1923,6,438,0.003456957719355017,060,0370
6,370,2,1889,501,133,0.0010497154718589435,060,0370
6,370,2,1912,53,17,1.341741580571582e-4,060,0370
6,370,1,1917,53,21,1.6574454818825423e-4,060,0370
6,370,1,1916,49,8,6.314078026219209e-5,060,0370
6,370,2,1930,6,256,0.002020504968390147,060,0370
6,370,2,1897,501,235,0.0018547604202018926,060,0370
6,370,1,1926,53,11,8.681857286051412e-5,060,0370
6,370,1,1887,501,333,0.0026282349784137455,060,0370
6,370,1,1936,6,274,0.0021625717239800793,060,0370
6,370,2,1894,501,189,0.0014917009336942882,060,0370
6,370,1,1920,53,36,2.841335111798644e-4,060,0370
6,370,1,1938,15,1,7.892597532774011e-6,060,0370
6,370,1,1938,6,271,0.002138893931381757,060,0370
6,370,2,1934,6,250,0.001973149383193503,060,0370
6,370,2,1887,501,92,7.261189730152091e-4,060,0370
6,370,2,1885,501,88,6.94548582884113e-4,060,0370
6,370,2,1876,501,35,2.762409136470904e-4,060,0370
6,370,1,1929,49,6,4.735558519664407e-5,060,0370
6,370,2,1924,48,2,1.5785195065548023e-5,060,0370
6,370,2,1928,48,2,1.5785195065548023e-5,060,0370
6,370,2,1885,6,1,7.892597532774011e-6,060,0370
6,370,2,1909,41,1,7.892597532774011e-6,060,0370
6,370,1,1917,56,2,1.5785195065548023e-5,060,0370
6,370,1,1912,15,52,4.1041507170424857e-4,060,0370
6,370,1,1924,53,22,1.7363714572102824e-4,060,0370
6,370,1,1931,53,11,8.681857286051412e-5,060,0370
6,370,1,1914,8,6,4.735558519664407e-5,060,0370
6,370,1,1916,8,10,7.892597532774011e-5,060,0370
6,370,1,1914,49,4,3.1570390131096046e-5,060,0370
6,370,1,1919,15,24,1.8942234078657628e-4,060,0370
6,370,2,1913,53,26,2.0520753585212429e-4,060,0370
6,370,2,1931,49,3,2.3677792598322034e-5,060,0370
6,370,1,1926,32,1,7.892597532774011e-6,060,0370
6,370,2,1897,6,3,2.3677792598322034e-5,060,0370
6,370,2,1911,53,9,7.10333777949661e-5,060,0370
6,370,1,1912,501,35,2.762409136470904e-4,060,0370
6,370,2,1923,501,11,8.681857286051412e-5,060,0370
6,370,2,1931,8,4,3.1570390131096046e-5,060,0370
6,370,1,1936,55,1,7.892597532774011e-6,060,0370
6,370,1,1920,32,6,4.735558519664407e-5,060,0370
6,370,1,1907,49,1,7.892597532774011e-6,060,0370
6,370,2,1925,56,4,3.1570390131096046e-5,060,0370
6,370,1,1885,502,1,7.892597532774011e-6,060,0370
6,370,1,1895,500,1,7.892597532774011e-6,060,0370
6,370,1,1901,15,32,2.5256312104876837e-4,060,0370
6,370,2,1925,53,27,2.1310013338489832e-4,060,0370
6,370,2,1923,36,1,7.892597532774011e-6,060,0370
6,370,2,1868,501,3,2.3677792598322034e-5,060,0370
6,370,2,1897,15,2,1.5785195065548023e-5,060,0370
6,370,1,1901,6,12,9.471117039328814e-5,060,0370
6,370,2,1930,501,5,3.946298766387006e-5,060,0370
6,370,1,1931,16,1,7.892597532774011e-6,060,0370
6,370,2,1887,6,1,7.892597532774011e-6,060,0370
6,370,1,1920,16,5,3.946298766387006e-5,060,0370
6,370,1,1929,8,2,1.5785195065548023e-5,060,0370
6,370,1,1915,48,1,7.892597532774011e-6,060,0370
6,370,1,1927,56,1,7.892597532774011e-6,060,0370
6,370,1,1931,56,1,7.892597532774011e-6,060,0370
6,370,2,1872,501,9,7.10333777949661e-5,060,0370
6,370,2,1912,32,1,7.892597532774011e-6,060,0370
6,370,1,1919,31,2,1.5785195065548023e-5,060,0370
6,370,2,1894,6,3,2.3677792598322034e-5,060,0370
6,370,1,1927,53,12,9.471117039328814e-5,060,0370
6,370,2,1900,49,1,7.892597532774011e-6,060,0370
6,370,1,1892,20,1,7.892597532774011e-6,060,0370
6,370,2,1934,501,1,7.892597532774011e-6,060,0370
6,370,2,1918,4,4,3.1570390131096046e-5,060,0370
6,370,2,1917,41,4,3.1570390131096046e-5,060,0370
6,370,2,1912,56,1,7.892597532774011e-6,060,0370
6,10,1,1928,6,47,3.709520840403785e-4,060,0010
6,10,1,1927,6,44,3.472742914420565e-4,060,0010
6,10,2,1902,501,24,1.8942234078657628e-4,060,0010
6,10,1,1933,6,47,3.709520840403785e-4,060,0010
6,10,1,1934,6,24,1.8942234078657628e-4,060,0010
6,10,1,1912,15,2,1.5785195065548023e-5,060,0010
6,10,1,1919,41,1,7.892597532774011e-6,060,0010
6,10,1,1888,501,48,3.7884468157315255e-4,060,0010
6,10,1,1918,53,2,1.5785195065548023e-5,060,0010
6,10,1,1912,6,38,2.9991870624541245e-4,060,0010
6,10,1,1904,501,15,1.1838896299161017e-4,060,0010
6,10,2,1912,53,2,1.5785195065548023e-5,060,0010
6,10,1,1917,6,63,4.972336445647627e-4,060,0010
6,10,2,1902,6,4,3.1570390131096046e-5,060,0010
6,10,1,1912,501,4,3.1570390131096046e-5,060,0010
6,10,1,1920,49,3,2.3677792598322034e-5,060,0010
6,10,1,1905,6,8,6.314078026219209e-5,060,0010
6,10,2,1920,53,3,2.3677792598322034e-5,060,0010
6,10,2,1884,501,13,1.0260376792606214e-4,060,0010
6,10,1,1921,150,1,7.892597532774011e-6,060,0010
6,10,2,1902,15,1,7.892597532774011e-6,060,0010
6,10,1,1905,15,5,3.946298766387006e-5,060,0010
6,10,1,1928,501,3,2.3677792598322034e-5,060,0010
6,10,2,1867,500,1,7.892597532774011e-6,060,0010
6,10,1,1905,501,15,1.1838896299161017e-4,060,0010
6,10,1,1934,501,2,1.5785195065548023e-5,060,0010
6,10,2,1907,53,1,7.892597532774011e-6,060,0010
6,10,1,1920,8,1,7.892597532774011e-6,060,0010
6,10,1,1923,49,1,7.892597532774011e-6,060,0010
6,10,1,1890,150,1,7.892597532774011e-6,060,0010
6,10,1,1899,1,1,7.892597532774011e-6,060,0010
6,730,2,1919,6,23,1.8152974325380227e-4,060,0730
6,730,2,1921,6,42,3.3148909637650847e-4,060,0730
6,730,2,1904,501,10,7.892597532774011e-5,060,0730
6,730,1,1883,501,15,1.1838896299161017e-4,060,0730
6,730,2,1875,501,2,1.5785195065548023e-5,060,0730
6,730,1,1904,501,11,8.681857286051412e-5,060,0730
6,730,2,1926,6,37,2.920261087126384e-4,060,0730
6,730,1,1870,501,9,7.10333777949661e-5,060,0730
6,730,2,1934,6,13,1.0260376792606214e-4,060,0730
6,730,1,1938,6,19,1.4995935312270623e-4,060,0730
6,730,2,1940,6,10,7.892597532774011e-5,060,0730
6,730,1,1911,53,1,7.892597532774011e-6,060,0730
6,730,1,1894,501,8,6.314078026219209e-5,060,0730
6,730,1,1898,501,9,7.10333777949661e-5,060,0730
6,730,1,1895,501,5,3.946298766387006e-5,060,0730
6,730,1,1903,501,9,7.10333777949661e-5,060,0730
6,730,1,1897,515,1,7.892597532774011e-6,060,0730
6,730,1,1894,6,1,7.892597532774011e-6,060,0730
6,730,1,1903,15,1,7.892597532774011e-6,060,0730
8,10,2,1890,501,1,7.892597532774011e-6,080,0010
8,10,1,1929,8,2,1.5785195065548023e-5,080,0010
8,10,2,1880,501,1,7.892597532774011e-6,080,0010
8,10,2,1925,8,6,4.735558519664407e-5,080,0010
8,10,1,1890,501,3,2.3677792598322034e-5,080,0010
8,10,2,1894,501,3,2.3677792598322034e-5,080,0010
8,10,1,1927,8,2,1.5785195065548023e-5,080,0010
8,10,2,1899,501,2,1.5785195065548023e-5,080,0010
8,10,1,1918,8,4,3.1570390131096046e-5,080,0010
8,10,1,1904,501,1,7.892597532774011e-6,080,0010
8,10,1,1891,501,1,7.892597532774011e-6,080,0010
8,10,2,1882,501,1,7.892597532774011e-6,080,0010
8,30,1,1882,501,1,7.892597532774011e-6,080,0030
8,30,2,1936,8,1,7.892597532774011e-6,080,0030
8,50,1,1890,501,2,1.5785195065548023e-5,080,0050
8,50,2,1939,8,1,7.892597532774011e-6,080,0050
8,50,2,1899,501,1,7.892597532774011e-6,080,0050
8,50,2,1922,8,2,1.5785195065548023e-5,080,0050
8,50,1,1885,501,1,7.892597532774011e-6,080,0050
8,50,1,1897,501,1,7.892597532774011e-6,080,0050
8,50,2,1889,501,1,7.892597532774011e-6,080,0050
8,50,1,1924,8,1,7.892597532774011e-6,080,0050
8,50,2,1921,56,1,7.892597532774011e-6,080,0050
8,110,2,1927,8,2,1.5785195065548023e-5,080,0110
8,110,1,1883,501,1,7.892597532774011e-6,080,0110
8,110,2,1931,8,1,7.892597532774011e-6,080,0110
8,110,1,1930,8,1,7.892597532774011e-6,080,0110
8,130,1,1900,501,1,7.892597532774011e-6,080,0130
8,130,2,1919,8,2,1.5785195065548023e-5,080,0130
8,130,1,1927,8,1,7.892597532774011e-6,080,0130
8,130,2,1921,8,2,1.5785195065548023e-5,080,0130
8,130,2,1891,501,1,7.892597532774011e-6,080,0130
8,130,2,1918,8,2,1.5785195065548023e-5,080,0130
8,130,1,1926,8,1,7.892597532774011e-6,080,0130
8,210,1,1928,8,2,1.5785195065548023e-5,080,0210
8,210,1,1886,501,1,7.892597532774011e-6,080,0210
8,210,2,1927,8,2,1.5785195065548023e-5,080,0210
8,210,2,1930,8,2,1.5785195065548023e-5,080,0210
8,210,2,1899,501,2,1.5785195065548023e-5,080,0210
8,210,1,1935,8,3,2.3677792598322034e-5,080,0210
8,210,2,1890,501,1,7.892597532774011e-6,080,0210
8,210,1,1923,56,1,7.892597532774011e-6,080,0210
8,210,1,1925,56,1,7.892597532774011e-6,080,0210
8,210,2,1924,6,2,1.5785195065548023e-5,080,0210
8,210,1,1915,8,1,7.892597532774011e-6,080,0210
8,210,1,1917,8,1,7.892597532774011e-6,080,0210
8,210,2,1925,41,1,7.892597532774011e-6,080,0210
8,230,1,1917,8,1,7.892597532774011e-6,080,0230
8,230,2,1922,8,5,3.946298766387006e-5,080,0230
8,230,2,1923,8,3,2.3677792598322034e-5,080,0230
8,230,2,1930,8,2,1.5785195065548023e-5,080,0230
8,230,1,1922,6,1,7.892597532774011e-6,080,0230
8,230,1,1898,501,1,7.892597532774011e-6,080,0230
8,230,1,1882,501,3,2.3677792598322034e-5,080,0230
8,230,1,1937,8,2,1.5785195065548023e-5,080,0230
8,230,1,1939,8,2,1.5785195065548023e-5,080,0230
8,250,2,1901,501,1,7.892597532774011e-6,080,0250
8,250,2,1940,6,1,7.892597532774011e-6,080,0250
8,250,1,1887,501,1,7.892597532774011e-6,080,0250
8,250,2,1925,8,2,1.5785195065548023e-5,080,0250
8,250,1,1928,8,2,1.5785195065548023e-5,080,0250
8,250,2,1935,8,1,7.892597532774011e-6,080,0250
8,250,1,1885,501,1,7.892597532774011e-6,080,0250
8,290,1,1919,8,1,7.892597532774011e-6,080,0290
8,370,1,1884,501,1,7.892597532774011e-6,080,0370
8,430,1,1918,6,1,7.892597532774011e-6,080,0430
8,490,1,1938,8,2,1.5785195065548023e-5,080,0490
8,590,2,1887,501,1,7.892597532774011e-6,080,0590
8,590,1,1920,8,2,1.5785195065548023e-5,080,0590
8,590,1,1934,8,1,7.892597532774011e-6,080,0590
8,590,1,1882,501,1,7.892597532774011e-6,080,0590
8,590,2,1900,501,1,7.892597532774011e-6,080,0590
8,670,1,1925,8,1,7.892597532774011e-6,080,0670
8,670,1,1933,8,1,7.892597532774011e-6,080,0670
8,690,1,1917,8,2,1.5785195065548023e-5,080,0690
8,750,2,1925,8,3,2.3677792598322034e-5,080,0750
8,750,1,1919,8,1,7.892597532774011e-6,080,0750
8,750,2,1919,8,1,7.892597532774011e-6,080,0750
8,750,1,1926,8,1,7.892597532774011e-6,080,0750
8,750,2,1915,8,1,7.892597532774011e-6,080,0750
8,750,1,1922,8,1,7.892597532774011e-6,080,0750
8,750,2,1940,8,1,7.892597532774011e-6,080,0750
8,770,1,1931,8,1,7.892597532774011e-6,080,0770
8,770,1,1918,8,1,7.892597532774011e-6,080,0770
8,770,2,1920,8,1,7.892597532774011e-6,080,0770
8,770,1,1917,8,1,7.892597532774011e-6,080,0770
8,770,1,1883,501,1,7.892597532774011e-6,080,0770
8,770,1,1918,49,1,7.892597532774011e-6,080,0770
8,770,2,1923,27,1,7.892597532774011e-6,080,0770
8,770,1,1926,8,1,7.892597532774011e-6,080,0770
8,770,1,1876,501,1,7.892597532774011e-6,080,0770
8,770,1,1891,501,1,7.892597532774011e-6,080,0770
8,850,1,1916,8,1,7.892597532774011e-6,080,0850
8,870,2,1899,501,1,7.892597532774011e-6,080,0870
8,870,2,1928,8,1,7.892597532774011e-6,080,0870
8,890,2,1932,8,2,1.5785195065548023e-5,080,0890
8,890,1,1921,8,2,1.5785195065548023e-5,080,0890
8,890,1,1922,8,8,6.314078026219209e-5,080,0890
8,890,2,1926,8,5,3.946298766387006e-5,080,0890
8,890,1,1888,501,3,2.3677792598322034e-5,080,0890
8,890,2,1899,501,3,2.3677792598322034e-5,080,0890
8,890,1,1927,8,2,1.5785195065548023e-5,080,0890
8,890,1,1890,501,4,3.1570390131096046e-5,080,0890
8,890,2,1936,8,3,2.3677792598322034e-5,080,0890
8,890,1,1917,8,4,3.1570390131096046e-5,080,0890
8,890,1,1939,8,1,7.892597532774011e-6,080,0890
8,890,1,1882,501,1,7.892597532774011e-6,080,0890
8,890,2,1918,49,1,7.892597532774011e-6,080,0890
8,890,2,1940,8,2,1.5785195065548023e-5,080,0890
8,890,2,1918,8,3,2.3677792598322034e-5,080,0890
8,890,1,1879,501,3,2.3677792598322034e-5,080,0890
8,890,1,1915,8,1,7.892597532774011e-6,080,0890
8,890,2,1916,8,1,7.892597532774011e-6,080,0890
8,990,1,1929,8,1,7.892597532774011e-6,080,0990
8,990,1,1932,8,1,7.892597532774011e-6,080,0990
8,1010,1,1887,501,1,7.892597532774011e-6,080,1010
8,1010,1,1901,515,1,7.892597532774011e-6,080,1010
8,1010,2,1937,8,1,7.892597532774011e-6,080,1010
8,1010,2,1926,8,3,2.3677792598322034e-5,080,1010
8,1010,1,1939,8,3,2.3677792598322034e-5,080,1010
8,1010,1,1871,501,2,1.5785195065548023e-5,080,1010
8,1010,1,1928,8,1,7.892597532774011e-6,080,1010
8,1070,1,1928,8,1,7.892597532774011e-6,080,1070
8,1070,1,1932,8,1,7.892597532774011e-6,080,1070
8,1070,2,1881,501,1,7.892597532774011e-6,080,1070
8,1070,2,1931,8,1,7.892597532774011e-6,080,1070
8,1070,1,1914,8,1,7.892597532774011e-6,080,1070
8,1150,1,1935,8,2,1.5785195065548023e-5,080,1150
8,1150,2,1930,8,2,1.5785195065548023e-5,080,1150
8,1150,2,1931,31,1,7.892597532774011e-6,080,1150
8,1150,2,1925,8,2,1.5785195065548023e-5,080,1150
8,1150,2,1936,8,1,7.892597532774011e-6,080,1150
8,1210,2,1894,501,1,7.892597532774011e-6,080,1210
8,1210,2,1922,8,1,7.892597532774011e-6,080,1210
8,1230,1,1923,8,14,1.1049636545883616e-4,080,1230
8,1230,1,1924,8,21,1.6574454818825423e-4,080,1230
8,1230,2,1936,150,1,7.892597532774011e-6,080,1230
8,1230,1,1922,8,16,1.2628156052438418e-4,080,1230
8,1230,1,1921,8,8,6.314078026219209e-5,080,1230
8,1230,2,1934,8,10,7.892597532774011e-5,080,1230
8,1230,1,1938,8,4,3.1570390131096046e-5,080,1230
8,1230,1,1876,501,1,7.892597532774011e-6,080,1230
8,1230,1,1918,8,9,7.10333777949661e-5,080,1230
8,1230,2,1933,31,1,7.892597532774011e-6,080,1230
8,1230,1,1936,31,1,7.892597532774011e-6,080,1230
8,1230,2,1936,8,6,4.735558519664407e-5,080,1230
8,1230,1,1871,501,1,7.892597532774011e-6,080,1230
8,1230,1,1870,501,1,7.892597532774011e-6,080,1230
8,1230,1,1884,501,6,4.735558519664407e-5,080,1230
8,1230,1,1914,8,2,1.5785195065548023e-5,080,1230
8,1230,2,1894,501,6,4.735558519664407e-5,080,1230
8,1230,2,1912,53,1,7.892597532774011e-6,080,1230
8,1230,2,1938,6,1,7.892597532774011e-6,080,1230
8,1230,1,1899,501,1,7.892597532774011e-6,080,1230
8,1230,1,1903,200,1,7.892597532774011e-6,080,1230
8,1230,2,1916,8,4,3.1570390131096046e-5,080,1230
8,1230,2,1922,56,1,7.892597532774011e-6,080,1230
8,1230,1,1936,6,1,7.892597532774011e-6,080,1230
8,1230,1,1862,501,1,7.892597532774011e-6,080,1230
8,310,2,1919,31,2,1.5785195065548023e-5,080,0310
8,310,2,1917,8,5,3.946298766387006e-5,080,0310
8,310,2,1915,8,5,3.946298766387006e-5,080,0310
8,310,1,1915,8,2,1.5785195065548023e-5,080,0310
8,310,1,1881,501,3,2.3677792598322034e-5,080,0310
8,310,2,1937,8,1,7.892597532774011e-6,080,0310
8,310,2,1890,501,1,7.892597532774011e-6,080,0310
8,310,1,1923,8,2,1.5785195065548023e-5,080,0310
8,310,1,1882,501,5,3.946298766387006e-5,080,0310
8,310,1,1940,8,4,3.1570390131096046e-5,080,0310
8,310,1,1893,501,1,7.892597532774011e-6,080,0310
8,310,1,1939,8,1,7.892597532774011e-6,080,0310
8,310,1,1903,501,1,7.892597532774011e-6,080,0310
8,310,2,1907,501,1,7.892597532774011e-6,080,0310
8,310,1,1931,8,2,1.5785195065548023e-5,080,0310
8,310,2,1924,35,2,1.5785195065548023e-5,080,0310
8,310,1,1912,16,1,7.892597532774011e-6,080,0310
8,310,1,1927,8,3,2.3677792598322034e-5,080,0310
8,310,1,1915,20,1,7.892597532774011e-6,080,0310
8,310,2,1933,8,1,7.892597532774011e-6,080,0310
8,310,1,1913,8,1,7.892597532774011e-6,080,0310
9,10,1,1886,501,4,3.1570390131096046e-5,090,0010
9,10,1,1898,501,3,2.3677792598322034e-5,090,0010
9,10,1,1903,501,1,7.892597532774011e-6,090,0010
9,10,1,1898,6,1,7.892597532774011e-6,090,0010
9,10,2,1900,150,1,7.892597532774011e-6,090,0010
9,10,1,1901,501,2,1.5785195065548023e-5,090,0010
9,10,2,1895,501,1,7.892597532774011e-6,090,0010
9,10,1,1892,515,1,7.892597532774011e-6,090,0010
9,10,1,1882,501,1,7.892597532774011e-6,090,0010
9,70,1,1884,501,1,7.892597532774011e-6,090,0070
9,90,2,1894,501,1,7.892597532774011e-6,090,0090
9,90,1,1889,501,1,7.892597532774011e-6,090,0090
9,90,2,1897,15,1,7.892597532774011e-6,090,0090
9,90,2,1938,9,1,7.892597532774011e-6,090,0090
11,10,2,1923,11,1,7.892597532774011e-6,110,0010
11,10,1,1901,501,1,7.892597532774011e-6,110,0010
11,10,2,1901,501,1,7.892597532774011e-6,110,0010
11,10,1,1892,501,1,7.892597532774011e-6,110,0010
11,10,1,1934,11,1,7.892597532774011e-6,110,0010
11,10,1,1939,11,1,7.892597532774011e-6,110,0010
11,10,1,1907,501,1,7.892597532774011e-6,110,0010
12,250,1,1910,15,1,7.892597532774011e-6,120,0250
12,250,2,1919,12,1,7.892597532774011e-6,120,0250
12,250,1,1883,501,3,2.3677792598322034e-5,120,0250
12,250,2,1896,501,2,1.5785195065548023e-5,120,0250
12,250,1,1930,12,1,7.892597532774011e-6,120,0250
12,250,1,1890,501,2,1.5785195065548023e-5,120,0250
12,310,1,1917,12,1,7.892597532774011e-6,120,0310
12,310,2,1913,501,1,7.892597532774011e-6,120,0310
12,510,2,1877,501,1,7.892597532774011e-6,120,0510
12,510,1,1869,501,1,7.892597532774011e-6,120,0510
12,990,2,1920,6,1,7.892597532774011e-6,120,0990
12,1150,2,1912,501,1,7.892597532774011e-6,120,1150
12,1150,1,1934,36,1,7.892597532774011e-6,120,1150
12,1190,1,1897,6,1,7.892597532774011e-6,120,1190
12,1270,2,1907,501,1,7.892597532774011e-6,120,1270
12,1270,1,1931,12,1,7.892597532774011e-6,120,1270
12,250,1,1891,501,1,7.892597532774011e-6,120,0250
12,250,1,1920,36,1,7.892597532774011e-6,120,0250
16,10,1,1915,16,1,7.892597532774011e-6,160,0010
16,50,1,1881,501,4,3.1570390131096046e-5,160,0050
16,50,1,1885,501,5,3.946298766387006e-5,160,0050
16,50,1,1889,501,3,2.3677792598322034e-5,160,0050
16,50,2,1927,16,3,2.3677792598322034e-5,160,0050
16,50,1,1931,16,1,7.892597532774011e-6,160,0050
16,50,2,1923,16,2,1.5785195065548023e-5,160,0050
16,50,2,1901,501,1,7.892597532774011e-6,160,0050
16,50,1,1917,16,4,3.1570390131096046e-5,160,0050
16,50,2,1929,56,1,7.892597532774011e-6,160,0050
16,50,1,1931,56,1,7.892597532774011e-6,160,0050
16,50,2,1895,501,3,2.3677792598322034e-5,160,0050
16,50,1,1932,16,2,1.5785195065548023e-5,160,0050
16,50,1,1898,501,1,7.892597532774011e-6,160,0050
16,50,1,1919,49,1,7.892597532774011e-6,160,0050
16,50,2,1918,49,1,7.892597532774011e-6,160,0050
16,50,1,1916,16,2,1.5785195065548023e-5,160,0050
16,50,2,1929,16,1,7.892597532774011e-6,160,0050
16,70,1,1919,8,1,7.892597532774011e-6,160,0070
16,70,1,1881,501,1,7.892597532774011e-6,160,0070
16,110,2,1919,6,2,1.5785195065548023e-5,160,0110
16,110,2,1888,501,1,7.892597532774011e-6,160,0110
16,110,1,1926,16,4,3.1570390131096046e-5,160,0110
16,110,2,1894,501,1,7.892597532774011e-6,160,0110
16,110,2,1892,501,1,7.892597532774011e-6,160,0110
16,110,2,1932,16,2,1.5785195065548023e-5,160,0110
16,110,2,1936,16,1,7.892597532774011e-6,160,0110
16,110,2,1933,16,1,7.892597532774011e-6,160,0110
16,110,1,1927,30,1,7.892597532774011e-6,160,0110
16,110,1,1926,56,1,7.892597532774011e-6,160,0110
16,150,1,1915,49,1,7.892597532774011e-6,160,0150
16,150,2,1920,49,1,7.892597532774011e-6,160,0150
16,150,1,1917,49,1,7.892597532774011e-6,160,0150
16,170,2,1918,30,1,7.892597532774011e-6,160,0170
16,170,1,1924,30,1,7.892597532774011e-6,160,0170
16,170,1,1889,501,1,7.892597532774011e-6,160,0170
16,190,2,1930,16,3,2.3677792598322034e-5,160,0190
16,190,1,1922,16,7,5.524818272941808e-5,160,0190
16,190,1,1934,16,3,2.3677792598322034e-5,160,0190
16,190,2,1927,16,2,1.5785195065548023e-5,160,0190
16,190,2,1892,501,3,2.3677792598322034e-5,160,0190
16,190,1,1878,501,4,3.1570390131096046e-5,160,0190
16,190,1,1937,16,1,7.892597532774011e-6,160,0190
16,190,2,1889,501,2,1.5785195065548023e-5,160,0190
16,190,1,1915,16,3,2.3677792598322034e-5,160,0190
16,190,2,1922,16,2,1.5785195065548023e-5,160,0190
16,190,2,1879,501,1,7.892597532774011e-6,160,0190
16,190,1,1918,16,2,1.5785195065548023e-5,160,0190
16,210,1,1896,501,1,7.892597532774011e-6,160,0210
16,210,1,1886,501,1,7.892597532774011e-6,160,0210
16,210,2,1921,30,1,7.892597532774011e-6,160,0210
16,210,2,1926,30,1,7.892597532774011e-6,160,0210
16,230,1,1923,16,1,7.892597532774011e-6,160,0230
16,270,1,1898,501,3,2.3677792598322034e-5,160,0270
16,270,2,1900,501,1,7.892597532774011e-6,160,0270
16,270,2,1898,501,3,2.3677792598322034e-5,160,0270
16,270,1,1879,501,3,2.3677792598322034e-5,160,0270
16,270,2,1920,16,2,1.5785195065548023e-5,160,0270
16,270,2,1931,41,1,7.892597532774011e-6,160,0270
16,270,1,1936,41,1,7.892597532774011e-6,160,0270
16,270,2,1895,501,1,7.892597532774011e-6,160,0270
16,270,2,1921,501,1,7.892597532774011e-6,160,0270
16,270,2,1926,501,1,7.892597532774011e-6,160,0270
16,270,2,1912,16,1,7.892597532774011e-6,160,0270
16,310,1,1878,501,1,7.892597532774011e-6,160,0310
16,310,2,1884,501,1,7.892597532774011e-6,160,0310
16,390,2,1934,16,1,7.892597532774011e-6,160,0390
16,390,1,1880,501,1,7.892597532774011e-6,160,0390
16,390,2,1920,16,1,7.892597532774011e-6,160,0390
16,430,2,1914,16,1,7.892597532774011e-6,160,0430
16,450,1,1920,16,1,7.892597532774011e-6,160,0450
16,450,1,1922,16,1,7.892597532774011e-6,160,0450
16,450,1,1925,16,1,7.892597532774011e-6,160,0450
16,450,2,1929,16,1,7.892597532774011e-6,160,0450
16,470,1,1898,501,1,7.892597532774011e-6,160,0470
16,510,1,1880,501,1,7.892597532774011e-6,160,0510
16,510,2,1886,501,1,7.892597532774011e-6,160,0510
16,530,1,1931,16,1,7.892597532774011e-6,160,0530
16,530,1,1937,16,1,7.892597532774011e-6,160,0530
16,550,1,1873,501,1,7.892597532774011e-6,160,0550
16,570,1,1890,501,1,7.892597532774011e-6,160,0570
16,570,1,1919,53,1,7.892597532774011e-6,160,0570
16,590,1,1918,16,1,7.892597532774011e-6,160,0590
16,630,1,1900,15,1,7.892597532774011e-6,160,0630
16,630,1,1900,501,2,1.5785195065548023e-5,160,0630
16,630,1,1875,501,1,7.892597532774011e-6,160,0630
16,650,1,1889,501,2,1.5785195065548023e-5,160,0650
16,650,1,1932,16,4,3.1570390131096046e-5,160,0650
16,650,1,1917,16,2,1.5785195065548023e-5,160,0650
16,650,2,1925,16,3,2.3677792598322034e-5,160,0650
16,650,1,1923,16,5,3.946298766387006e-5,160,0650
16,650,1,1879,501,1,7.892597532774011e-6,160,0650
16,650,1,1880,501,1,7.892597532774011e-6,160,0650
16,650,1,1873,501,2,1.5785195065548023e-5,160,0650
16,650,2,1894,501,1,7.892597532774011e-6,160,0650
16,650,1,1932,53,1,7.892597532774011e-6,160,0650
16,650,1,1936,16,1,7.892597532774011e-6,160,0650
16,650,1,1902,501,1,7.892597532774011e-6,160,0650
16,650,2,1891,501,1,7.892597532774011e-6,160,0650
16,670,2,1924,16,1,7.892597532774011e-6,160,0670
16,670,1,1935,16,1,7.892597532774011e-6,160,0670
16,690,1,1911,515,1,7.892597532774011e-6,160,0690
16,690,2,1875,16,1,7.892597532774011e-6,160,0690
16,730,1,1924,16,1,7.892597532774011e-6,160,0730
16,730,1,1885,501,2,1.5785195065548023e-5,160,0730
16,730,1,1889,501,1,7.892597532774011e-6,160,0730
16,730,1,1877,501,1,7.892597532774011e-6,160,0730
16,730,1,1915,16,1,7.892597532774011e-6,160,0730
16,830,1,1880,501,1,7.892597532774011e-6,160,0830
16,830,2,1888,501,1,7.892597532774011e-6,160,0830
16,850,2,1924,16,1,7.892597532774011e-6,160,0850
17,30,2,1921,6,1,7.892597532774011e-6,170,0030
17,30,1,1923,6,1,7.892597532774011e-6,170,0030
17,30,1,1914,6,1,7.892597532774011e-6,170,0030
17,190,2,1909,53,1,7.892597532774011e-6,170,0190
17,310,1,1933,17,3,2.3677792598322034e-5,170,0310
17,970,1,1884,501,1,7.892597532774011e-6,170,0970
17,1110,1,1876,501,1,7.892597532774011e-6,170,1110
17,310,1,1919,15,1,7.892597532774011e-6,170,0310
17,310,2,1895,501,3,2.3677792598322034e-5,170,0310
17,310,1,1924,17,4,3.1570390131096046e-5,170,0310
17,310,1,1900,512,1,7.892597532774011e-6,170,0310
17,310,1,1912,17,1,7.892597532774011e-6,170,0310
17,310,1,1939,55,1,7.892597532774011e-6,170,0310
17,310,1,1910,6,2,1.5785195065548023e-5,170,0310
17,310,1,1914,15,1,7.892597532774011e-6,170,0310
17,310,1,1919,501,1,7.892597532774011e-6,170,0310
