STATEFIP,COUNTYICP,SEX,BIRTHYR,BPL,n,p,NHGISST,NHGISCTY
6,470,2,1889,501,1,7.892597532774011e-6,060,0470
6,470,1,1905,6,1,7.892597532774011e-6,060,0470
6,470,1,1905,501,1,7.892597532774011e-6,060,0470
6,490,2,1905,501,1,7.892597532774011e-6,060,0490
6,530,2,1921,6,32,2.5256312104876837e-4,060,0530
6,530,2,1924,6,27,2.1310013338489832e-4,060,0530
6,530,1,1927,6,31,2.4467052351599434e-4,060,0530
6,530,1,1918,6,38,2.9991870624541245e-4,060,0530
6,530,1,1936,6,22,1.7363714572102824e-4,060,0530
6,530,1,1917,6,28,2.2099273091767232e-4,060,0530
6,530,1,1925,6,27,2.1310013338489832e-4,060,0530
6,530,1,1921,6,35,2.762409136470904e-4,060,0530
6,530,1,1899,501,11,8.681857286051412e-5,060,0530
6,530,2,1893,501,18,1.420667555899322e-4,060,0530
6,530,1,1904,501,8,6.314078026219209e-5,060,0530
6,530,2,1921,31,1,7.892597532774011e-6,060,0530
6,530,1,1927,31,1,7.892597532774011e-6,060,0530
6,530,2,1914,53,1,7.892597532774011e-6,060,0530
6,530,1,1904,15,3,2.3677792598322034e-5,060,0530
6,530,1,1917,15,2,1.5785195065548023e-5,060,0530
6,530,1,1910,53,1,7.892597532774011e-6,060,0530
6,530,1,1922,53,1,7.892597532774011e-6,060,0530
6,530,1,1862,40,1,7.892597532774011e-6,060,0530
6,530,2,1889,501,5,3.946298766387006e-5,060,0530
6,530,1,1904,6,1,7.892597532774011e-6,060,0530
6,530,1,1921,501,1,7.892597532774011e-6,060,0530
6,530,1,1922,16,1,7.892597532774011e-6,060,0530
6,530,1,1899,15,1,7.892597532774011e-6,060,0530
6,530,1,1899,6,1,7.892597532774011e-6,060,0530
6,530,1,1918,15,2,1.5785195065548023e-5,060,0530
6,530,2,1915,8,1,7.892597532774011e-6,060,0530
6,550,2,1880,25,1,7.892597532774011e-6,060,0550
6,550,1,1923,6,1,7.892597532774011e-6,060,0550
6,550,2,1901,501,1,7.892597532774011e-6,060,0550
6,550,1,1897,501,1,7.892597532774011e-6,060,0550
6,590,2,1937,6,8,6.314078026219209e-5,060,0590
6,590,1,1914,53,1,7.892597532774011e-6,060,0590
6,590,2,1889,501,6,4.735558519664407e-5,060,0590
6,590,1,1915,53,3,2.3677792598322034e-5,060,0590
6,590,1,1889,501,18,1.420667555899322e-4,060,0590
6,590,2,1928,6,19,1.4995935312270623e-4,060,0590
6,590,2,1888,501,8,6.314078026219209e-5,060,0590
6,590,2,1892,501,16,1.2628156052438418e-4,060,0590
6,590,1,1918,6,30,2.3677792598322033e-4,060,0590
6,590,1,1895,501,9,7.10333777949661e-5,060,0590
6,590,2,1915,6,17,1.341741580571582e-4,060,0590
6,590,1,1880,501,27,2.1310013338489832e-4,060,0590
6,590,2,1930,6,21,1.6574454818825423e-4,060,0590
6,590,1,1913,501,1,7.892597532774011e-6,060,0590
6,590,2,1939,6,12,9.471117039328814e-5,060,0590
6,590,2,1897,501,15,1.1838896299161017e-4,060,0590
6,590,1,1920,56,1,7.892597532774011e-6,060,0590
6,590,1,1913,6,10,7.892597532774011e-5,060,0590
6,590,1,1940,6,11,8.681857286051412e-5,060,0590
6,590,1,1896,501,5,3.946298766387006e-5,060,0590
6,590,1,1897,501,10,7.892597532774011e-5,060,0590
6,590,1,1925,8,1,7.892597532774011e-6,060,0590
6,590,1,1930,8,1,7.892597532774011e-6,060,0590
6,590,2,1918,32,1,7.892597532774011e-6,060,0590
6,590,1,1874,501,7,5.524818272941808e-5,060,0590
6,590,2,1892,15,1,7.892597532774011e-6,060,0590
6,590,1,1916,41,1,7.892597532774011e-6,060,0590
6,590,2,1937,501,1,7.892597532774011e-6,060,0590
6,590,2,1922,53,1,7.892597532774011e-6,060,0590
6,590,1,1871,27,1,7.892597532774011e-6,060,0590
6,590,1,1911,56,1,7.892597532774011e-6,060,0590
6,590,1,1906,16,1,7.892597532774011e-6,060,0590
6,590,1,1925,49,1,7.892597532774011e-6,060,0590
6,590,1,1915,56,1,7.892597532774011e-6,060,0590
6,590,2,1921,41,1,7.892597532774011e-6,060,0590
6,590,1,1896,6,3,2.3677792598322034e-5,060,0590
6,590,2,1897,6,4,3.1570390131096046e-5,060,0590
6,590,1,1897,6,3,2.3677792598322034e-5,060,0590
6,610,2,1935,6,15,1.1838896299161017e-4,060,0610
6,610,1,1879,501,10,7.892597532774011e-5,060,0610
6,610,2,1936,6,13,1.0260376792606214e-4,060,0610
6,610,1,1937,6,16,1.2628156052438418e-4,060,0610
6,610,2,1894,501,15,1.1838896299161017e-4,060,0610
6,610,2,1921,6,26,2.0520753585212429e-4,060,0610
6,610,1,1926,6,30,2.3677792598322033e-4,060,0610
6,610,1,1890,501,10,7.892597532774011e-5,060,0610
6,610,1,1877,501,11,8.681857286051412e-5,060,0610
6,610,1,1927,6,22,1.7363714572102824e-4,060,0610
6,610,1,1891,501,4,3.1570390131096046e-5,060,0610
6,610,2,1903,501,9,7.10333777949661e-5,060,0610
6,610,1,1918,6,31,2.4467052351599434e-4,060,0610
6,610,2,1892,501,5,3.946298766387006e-5,060,0610
6,610,1,1916,6,19,1.4995935312270623e-4,060,0610
6,610,2,1912,6,5,3.946298766387006e-5,060,0610
6,610,2,1940,6,6,4.735558519664407e-5,060,0610
6,610,1,1890,15,2,1.5785195065548023e-5,060,0610
6,610,1,1921,49,1,7.892597532774011e-6,060,0610
6,610,2,1929,6,15,1.1838896299161017e-4,060,0610
6,610,1,1875,501,4,3.1570390131096046e-5,060,0610
6,610,2,1891,501,7,5.524818272941808e-5,060,0610
6,610,2,1879,501,2,1.5785195065548023e-5,060,0610
6,610,1,1926,501,1,7.892597532774011e-6,060,0610
6,610,1,1865,501,1,7.892597532774011e-6,060,0610
6,610,2,1921,501,1,7.892597532774011e-6,060,0610
6,610,2,1918,49,1,7.892597532774011e-6,060,0610
6,610,2,1903,6,1,7.892597532774011e-6,060,0610
6,610,1,1920,53,1,7.892597532774011e-6,060,0610
6,650,2,1909,53,1,7.892597532774011e-6,060,0650
6,650,1,1883,501,4,3.1570390131096046e-5,060,0650
6,650,2,1888,501,2,1.5785195065548023e-5,060,0650
6,650,1,1925,6,10,7.892597532774011e-5,060,0650
6,650,1,1890,501,3,2.3677792598322034e-5,060,0650
6,650,2,1885,501,2,1.5785195065548023e-5,060,0650
6,650,1,1889,501,2,1.5785195065548023e-5,060,0650
6,650,2,1892,501,3,2.3677792598322034e-5,060,0650
6,650,1,1936,6,3,2.3677792598322034e-5,060,0650
6,650,1,1925,501,1,7.892597532774011e-6,060,0650
6,650,1,1898,6,1,7.892597532774011e-6,060,0650
6,650,1,1867,501,1,7.892597532774011e-6,060,0650
6,650,2,1926,8,1,7.892597532774011e-6,060,0650
6,650,2,1928,8,1,7.892597532774011e-6,060,0650
6,650,2,1932,4,1,7.892597532774011e-6,060,0650
6,650,1,1898,501,1,7.892597532774011e-6,060,0650
6,650,1,1891,501,1,7.892597532774011e-6,060,0650
6,650,2,1911,6,2,1.5785195065548023e-5,060,0650
6,650,1,1935,6,5,3.946298766387006e-5,060,0650
6,650,2,1884,501,2,1.5785195065548023e-5,060,0650
6,650,1,1873,501,1,7.892597532774011e-6,060,0650
6,650,1,1890,6,1,7.892597532774011e-6,060,0650
6,670,1,1911,6,24,1.8942234078657628e-4,060,0670
6,670,1,1923,6,119,9.392191064001073e-4,060,0670
6,670,2,1916,41,1,7.892597532774011e-6,060,0670
6,670,2,1922,6,102,8.050449483429492e-4,060,0670
6,670,2,1926,6,118,9.313265088673334e-4,060,0670
6,670,1,1920,6,99,7.813671557446271e-4,060,0670
6,670,2,1901,501,28,2.2099273091767232e-4,060,0670
6,670,1,1919,6,75,5.919448149580509e-4,060,0670
6,670,1,1934,6,52,4.1041507170424857e-4,060,0670
6,670,1,1885,29,1,7.892597532774011e-6,060,0670
6,670,1,1918,6,71,5.603744248269548e-4,060,0670
6,670,1,1880,501,75,5.919448149580509e-4,060,0670
6,670,2,1896,501,38,2.9991870624541245e-4,060,0670
6,670,2,1890,501,42,3.3148909637650847e-4,060,0670
6,670,1,1879,501,38,2.9991870624541245e-4,060,0670
6,670,1,1929,6,68,5.366966322286328e-4,060,0670
6,670,1,1897,501,23,1.8152974325380227e-4,060,0670
6,670,1,1939,6,35,2.762409136470904e-4,060,0670
6,670,1,1890,6,2,1.5785195065548023e-5,060,0670
6,670,1,1890,501,41,3.2359649884373444e-4,060,0670
6,670,1,1902,501,22,1.7363714572102824e-4,060,0670
6,670,1,1893,501,16,1.2628156052438418e-4,060,0670
6,670,1,1917,30,1,7.892597532774011e-6,060,0670
6,670,1,1865,501,3,2.3677792598322034e-5,060,0670
6,670,1,1919,15,3,2.3677792598322034e-5,060,0670
6,670,1,1920,501,3,2.3677792598322034e-5,060,0670
6,670,1,1919,501,2,1.5785195065548023e-5,060,0670
6,670,2,1903,41,1,7.892597532774011e-6,060,0670
6,670,1,1922,53,1,7.892597532774011e-6,060,0670
6,670,1,1925,53,1,7.892597532774011e-6,060,0670
6,670,2,1928,53,2,1.5785195065548023e-5,060,0670
6,670,1,1897,15,2,1.5785195065548023e-5,060,0670
6,670,2,1901,15,3,2.3677792598322034e-5,060,0670
6,670,1,1923,501,3,2.3677792598322034e-5,060,0670
6,670,1,1897,6,1,7.892597532774011e-6,060,0670
6,670,1,1864,501,4,3.1570390131096046e-5,060,0670
6,670,1,1923,31,2,1.5785195065548023e-5,060,0670
6,670,1,1911,501,2,1.5785195065548023e-5,060,0670
6,670,2,1911,53,1,7.892597532774011e-6,060,0670
6,670,2,1915,8,1,7.892597532774011e-6,060,0670
6,670,2,1908,53,1,7.892597532774011e-6,060,0670
6,670,2,1922,15,1,7.892597532774011e-6,060,0670
6,670,1,1918,15,3,2.3677792598322034e-5,060,0670
6,670,2,1876,501,4,3.1570390131096046e-5,060,0670
6,670,1,1911,15,1,7.892597532774011e-6,060,0670
6,670,2,1914,30,1,7.892597532774011e-6,060,0670
6,670,1,1902,15,5,3.946298766387006e-5,060,0670
6,670,1,1926,53,2,1.5785195065548023e-5,060,0670
6,670,1,1923,15,1,7.892597532774011e-6,060,0670
6,670,1,1920,15,1,7.892597532774011e-6,060,0670
6,670,1,1902,6,3,2.3677792598322034e-5,060,0670
6,670,2,1922,501,1,7.892597532774011e-6,060,0670
6,670,2,1918,8,1,7.892597532774011e-6,060,0670
6,670,1,1925,32,1,7.892597532774011e-6,060,0670
6,670,2,1856,501,1,7.892597532774011e-6,060,0670
6,690,1,1907,6,2,1.5785195065548023e-5,060,0690
6,690,1,1907,501,2,1.5785195065548023e-5,060,0690
6,690,1,1937,6,6,4.735558519664407e-5,060,0690
6,690,1,1876,501,1,7.892597532774011e-6,060,0690
6,690,2,1925,6,6,4.735558519664407e-5,060,0690
6,690,1,1928,6,10,7.892597532774011e-5,060,0690
6,690,1,1882,501,1,7.892597532774011e-6,060,0690
6,690,2,1879,501,3,2.3677792598322034e-5,060,0690
6,690,2,1911,6,2,1.5785195065548023e-5,060,0690
6,690,2,1915,6,4,3.1570390131096046e-5,060,0690
6,690,1,1886,501,5,3.946298766387006e-5,060,0690
6,690,2,1929,6,2,1.5785195065548023e-5,060,0690
6,690,1,1932,6,6,4.735558519664407e-5,060,0690
6,690,1,1909,6,1,7.892597532774011e-6,060,0690
6,690,2,1876,501,2,1.5785195065548023e-5,060,0690
6,690,2,1897,501,3,2.3677792598322034e-5,060,0690
6,690,1,1897,501,3,2.3677792598322034e-5,060,0690
6,690,2,1860,501,1,7.892597532774011e-6,060,0690
6,690,1,1932,501,1,7.892597532774011e-6,060,0690
6,710,1,1888,501,4,3.1570390131096046e-5,060,0710
6,710,1,1939,6,4,3.1570390131096046e-5,060,0710
6,710,1,1882,501,4,3.1570390131096046e-5,060,0710
6,710,2,1927,6,5,3.946298766387006e-5,060,0710
6,710,1,1898,501,1,7.892597532774011e-6,060,0710
6,710,1,1899,501,2,1.5785195065548023e-5,060,0710
6,710,1,1895,15,1,7.892597532774011e-6,060,0710
6,710,1,1895,501,3,2.3677792598322034e-5,060,0710
6,710,2,1878,501,1,7.892597532774011e-6,060,0710
6,710,2,1924,6,7,5.524818272941808e-5,060,0710
6,710,1,1882,15,1,7.892597532774011e-6,060,0710
6,710,2,1894,501,1,7.892597532774011e-6,060,0710
6,730,2,1904,15,1,7.892597532774011e-6,060,0730
6,730,2,1929,40,1,7.892597532774011e-6,060,0730
6,730,1,1910,53,1,7.892597532774011e-6,060,0730
6,730,1,1904,6,1,7.892597532774011e-6,060,0730
6,730,1,1894,15,1,7.892597532774011e-6,060,0730
6,730,2,1919,15,1,7.892597532774011e-6,060,0730
6,730,1,1898,15,1,7.892597532774011e-6,060,0730
6,730,2,1913,53,2,1.5785195065548023e-5,060,0730
6,730,1,1895,15,1,7.892597532774011e-6,060,0730
6,730,1,1869,501,1,7.892597532774011e-6,060,0730
6,750,1,1892,501,21,1.6574454818825423e-4,060,0750
6,750,1,1903,15,5,3.946298766387006e-5,060,0750
6,750,2,1902,501,42,3.3148909637650847e-4,060,0750
6,750,2,1923,6,53,4.183076692370226e-4,060,0750
6,750,2,1911,15,2,1.5785195065548023e-5,060,0750
6,750,1,1921,501,6,4.735558519664407e-5,060,0750
6,750,1,1880,501,53,4.183076692370226e-4,060,0750
6,750,1,1921,6,65,5.130188396303108e-4,060,0750
6,750,1,1913,6,29,2.2888532845044633e-4,060,0750
6,750,1,1903,501,19,1.4995935312270623e-4,060,0750
6,750,1,1920,15,3,2.3677792598322034e-5,060,0750
6,750,1,1913,15,5,3.946298766387006e-5,060,0750
6,750,2,1895,501,48,3.7884468157315255e-4,060,0750
6,750,2,1905,501,24,1.8942234078657628e-4,060,0750
6,750,1,1920,6,65,5.130188396303108e-4,060,0750
6,750,2,1889,501,20,1.5785195065548023e-4,060,0750
6,750,2,1905,6,3,2.3677792598322034e-5,060,0750
6,750,1,1921,15,2,1.5785195065548023e-5,060,0750
6,750,2,1895,6,1,7.892597532774011e-6,060,0750
6,750,2,1936,6,23,1.8152974325380227e-4,060,0750
6,750,2,1933,6,23,1.8152974325380227e-4,060,0750
6,750,1,1862,501,2,1.5785195065548023e-5,060,0750
6,750,1,1901,15,2,1.5785195065548023e-5,060,0750
6,750,1,1901,501,36,2.841335111798644e-4,060,0750
6,750,2,1911,501,2,1.5785195065548023e-5,060,0750
6,750,1,1920,501,4,3.1570390131096046e-5,060,0750
6,750,2,1909,6,11,8.681857286051412e-5,060,0750
6,750,2,1911,6,30,2.3677792598322033e-4,060,0750
6,750,1,1875,501,21,1.6574454818825423e-4,060,0750
6,750,1,1903,6,6,4.735558519664407e-5,060,0750
6,750,1,1932,516,1,7.892597532774011e-6,060,0750
6,750,2,1933,15,3,2.3677792598322034e-5,060,0750
6,750,2,1919,49,2,1.5785195065548023e-5,060,0750
6,750,2,1909,501,3,2.3677792598322034e-5,060,0750
6,750,2,1902,6,2,1.5785195065548023e-5,060,0750
6,750,2,1875,501,7,5.524818272941808e-5,060,0750
6,750,2,1915,53,1,7.892597532774011e-6,060,0750
6,750,1,1913,501,5,3.946298766387006e-5,060,0750
6,750,2,1914,53,1,7.892597532774011e-6,060,0750
6,750,2,1905,15,3,2.3677792598322034e-5,060,0750
6,750,2,1852,501,1,7.892597532774011e-6,060,0750
6,750,1,1892,6,1,7.892597532774011e-6,060,0750
6,750,1,1901,6,1,7.892597532774011e-6,060,0750
6,750,2,1909,15,2,1.5785195065548023e-5,060,0750
6,750,2,1927,42,1,7.892597532774011e-6,060,0750
6,750,1,1910,5,1,7.892597532774011e-6,060,0750
6,750,2,1867,501,1,7.892597532774011e-6,060,0750
6,750,2,1913,53,1,7.892597532774011e-6,060,0750
6,750,2,1921,41,4,3.1570390131096046e-5,060,0750
6,750,2,1913,32,1,7.892597532774011e-6,060,0750
6,750,2,1895,15,1,7.892597532774011e-6,060,0750
6,750,2,1908,53,1,7.892597532774011e-6,060,0750
6,750,2,1915,32,1,7.892597532774011e-6,060,0750
6,750,2,1933,501,1,7.892597532774011e-6,060,0750
6,750,2,1918,500,1,7.892597532774011e-6,060,0750
6,750,2,1923,501,1,7.892597532774011e-6,060,0750
6,770,2,1888,501,10,7.892597532774011e-5,060,0770
6,770,2,1929,6,38,2.9991870624541245e-4,060,0770
6,770,1,1912,6,18,1.420667555899322e-4,060,0770
6,770,1,1912,501,4,3.1570390131096046e-5,060,0770
6,770,1,1922,6,77,6.077300100235988e-4,060,0770
6,770,2,1936,501,2,1.5785195065548023e-5,060,0770
6,770,2,1936,6,29,2.2888532845044633e-4,060,0770
6,770,1,1875,501,40,3.1570390131096046e-4,060,0770
6,770,2,1899,501,19,1.4995935312270623e-4,060,0770
6,770,1,1872,501,17,1.341741580571582e-4,060,0770
6,770,2,1894,501,17,1.341741580571582e-4,060,0770
6,770,2,1925,53,2,1.5785195065548023e-5,060,0770
6,770,2,1863,501,1,7.892597532774011e-6,060,0770
6,770,1,1903,501,13,1.0260376792606214e-4,060,0770
6,770,2,1881,501,7,5.524818272941808e-5,060,0770
6,770,1,1912,15,2,1.5785195065548023e-5,060,0770
6,770,1,1931,49,1,7.892597532774011e-6,060,0770
6,770,2,1875,501,2,1.5785195065548023e-5,060,0770
6,770,1,1908,6,8,6.314078026219209e-5,060,0770
6,770,2,1899,15,1,7.892597532774011e-6,060,0770
6,770,2,1901,30,1,7.892597532774011e-6,060,0770
6,770,2,1920,49,1,7.892597532774011e-6,060,0770
6,770,1,1903,15,8,6.314078026219209e-5,060,0770
6,770,1,1868,501,6,4.735558519664407e-5,060,0770
6,770,1,1908,15,2,1.5785195065548023e-5,060,0770
6,770,1,1865,501,2,1.5785195065548023e-5,060,0770
6,770,1,1908,501,9,7.10333777949661e-5,060,0770
6,770,1,1931,8,1,7.892597532774011e-6,060,0770
6,770,2,1894,15,1,7.892597532774011e-6,060,0770
6,770,2,1929,501,1,7.892597532774011e-6,060,0770
6,770,1,1903,6,1,7.892597532774011e-6,060,0770
6,770,1,1894,515,1,7.892597532774011e-6,060,0770
6,770,2,1919,8,1,7.892597532774011e-6,060,0770
6,770,1,1916,30,1,7.892597532774011e-6,060,0770
6,790,2,1914,6,3,2.3677792598322034e-5,060,0790
6,790,2,1893,501,8,6.314078026219209e-5,060,0790
6,790,2,1922,6,12,9.471117039328814e-5,060,0790
6,790,2,1930,6,11,8.681857286051412e-5,060,0790
6,790,2,1917,6,5,3.946298766387006e-5,060,0790
6,790,1,1902,6,1,7.892597532774011e-6,060,0790
6,790,1,1916,6,9,7.10333777949661e-5,060,0790
6,790,1,1900,501,5,3.946298766387006e-5,060,0790
6,790,2,1911,53,1,7.892597532774011e-6,060,0790
6,790,2,1898,501,6,4.735558519664407e-5,060,0790
6,790,1,1891,501,3,2.3677792598322034e-5,060,0790
6,790,2,1908,501,1,7.892597532774011e-6,060,0790
6,790,2,1878,501,1,7.892597532774011e-6,060,0790
6,790,2,1917,15,1,7.892597532774011e-6,060,0790
6,790,2,1887,501,1,7.892597532774011e-6,060,0790
6,790,1,1900,15,1,7.892597532774011e-6,060,0790
6,790,2,1916,53,1,7.892597532774011e-6,060,0790
6,790,1,1916,15,2,1.5785195065548023e-5,060,0790
6,790,2,1908,6,4,3.1570390131096046e-5,060,0790
6,790,2,1908,15,1,7.892597532774011e-6,060,0790
6,790,1,1929,16,1,7.892597532774011e-6,060,0790
6,790,2,1915,501,1,7.892597532774011e-6,060,0790
6,790,2,1915,6,1,7.892597532774011e-6,060,0790
6,790,1,1898,501,4,3.1570390131096046e-5,060,0790
6,790,1,1902,501,2,1.5785195065548023e-5,060,0790
6,790,1,1917,32,1,7.892597532774011e-6,060,0790
6,790,1,1917,16,1,7.892597532774011e-6,060,0790
6,790,2,1923,49,1,7.892597532774011e-6,060,0790
6,790,2,1914,15,1,7.892597532774011e-6,060,0790
6,810,1,1929,6,13,1.0260376792606214e-4,060,0810
6,810,2,1930,6,12,9.471117039328814e-5,060,0810
6,810,1,1936,6,8,6.314078026219209e-5,060,0810
6,810,1,1880,501,15,1.1838896299161017e-4,060,0810
6,810,1,1871,501,2,1.5785195065548023e-5,060,0810
6,810,2,1906,501,4,3.1570390131096046e-5,060,0810
6,810,2,1907,6,2,1.5785195065548023e-5,060,0810
6,810,1,1885,501,7,5.524818272941808e-5,060,0810
6,810,1,1901,501,3,2.3677792598322034e-5,060,0810
6,810,2,1909,501,2,1.5785195065548023e-5,060,0810
6,810,2,1930,36,1,7.892597532774011e-6,060,0810
6,810,2,1902,501,11,8.681857286051412e-5,060,0810
6,810,1,1925,6,11,8.681857286051412e-5,060,0810
6,810,2,1907,501,3,2.3677792598322034e-5,060,0810
6,810,2,1933,6,7,5.524818272941808e-5,060,0810
6,810,1,1917,35,1,7.892597532774011e-6,060,0810
6,810,1,1909,501,1,7.892597532774011e-6,060,0810
6,810,2,1913,6,10,7.892597532774011e-5,060,0810
6,810,1,1908,6,3,2.3677792598322034e-5,060,0810
6,810,1,1908,501,3,2.3677792598322034e-5,060,0810
6,810,2,1902,15,1,7.892597532774011e-6,060,0810
6,810,1,1909,6,3,2.3677792598322034e-5,060,0810
6,810,1,1874,501,4,3.1570390131096046e-5,060,0810
6,810,2,1922,8,1,7.892597532774011e-6,060,0810
6,810,2,1913,501,1,7.892597532774011e-6,060,0810
6,810,2,1906,6,4,3.1570390131096046e-5,060,0810
6,810,2,1909,6,1,7.892597532774011e-6,060,0810
6,810,1,1901,6,1,7.892597532774011e-6,060,0810
6,810,1,1868,501,2,1.5785195065548023e-5,060,0810
6,810,1,1920,53,1,7.892597532774011e-6,060,0810
6,810,1,1872,501,1,7.892597532774011e-6,060,0810
6,810,1,1901,15,1,7.892597532774011e-6,060,0810
6,830,1,1883,501,15,1.1838896299161017e-4,060,0830
6,830,1,1873,501,7,5.524818272941808e-5,060,0830
6,830,1,1878,501,10,7.892597532774011e-5,060,0830
6,830,1,1922,6,40,3.1570390131096046e-4,060,0830
6,830,2,1915,6,16,1.2628156052438418e-4,060,0830
6,830,1,1879,501,14,1.1049636545883616e-4,060,0830
6,830,1,1920,6,27,2.1310013338489832e-4,060,0830
6,830,1,1926,6,29,2.2888532845044633e-4,060,0830
6,830,2,1932,6,18,1.420667555899322e-4,060,0830
6,830,2,1888,501,7,5.524818272941808e-5,060,0830
6,830,1,1918,6,17,1.341741580571582e-4,060,0830
6,830,2,1915,501,6,4.735558519664407e-5,060,0830
6,830,1,1920,501,1,7.892597532774011e-6,060,0830
6,830,2,1897,501,8,6.314078026219209e-5,060,0830
6,830,2,1912,31,1,7.892597532774011e-6,060,0830
6,830,2,1939,6,13,1.0260376792606214e-4,060,0830
6,830,2,1910,8,1,7.892597532774011e-6,060,0830
6,830,2,1912,6,5,3.946298766387006e-5,060,0830
6,830,2,1897,15,1,7.892597532774011e-6,060,0830
6,830,1,1922,15,1,7.892597532774011e-6,060,0830
6,830,2,1921,49,2,1.5785195065548023e-5,060,0830
6,830,2,1918,210,1,7.892597532774011e-6,060,0830
6,830,2,1912,501,2,1.5785195065548023e-5,060,0830
6,830,1,1911,49,1,7.892597532774011e-6,060,0830
6,830,1,1917,49,1,7.892597532774011e-6,060,0830
6,830,1,1916,53,2,1.5785195065548023e-5,060,0830
6,830,2,1912,15,1,7.892597532774011e-6,060,0830
6,830,1,1920,31,1,7.892597532774011e-6,060,0830
6,830,1,1922,31,1,7.892597532774011e-6,060,0830
6,830,2,1928,4,1,7.892597532774011e-6,060,0830
6,830,1,1930,53,1,7.892597532774011e-6,060,0830
6,830,1,1926,36,1,7.892597532774011e-6,060,0830
6,830,1,1931,49,1,7.892597532774011e-6,060,0830
6,830,1,1918,15,2,1.5785195065548023e-5,060,0830
6,830,1,1916,16,1,7.892597532774011e-6,060,0830
6,830,2,1915,15,1,7.892597532774011e-6,060,0830
6,850,2,1935,6,35,2.762409136470904e-4,060,0850
6,850,2,1923,6,80,6.314078026219209e-4,060,0850
6,850,2,1919,6,51,4.025224741714746e-4,060,0850
6,850,2,1880,501,14,1.1049636545883616e-4,060,0850
6,850,1,1883,501,30,2.3677792598322033e-4,060,0850
6,850,1,1905,6,7,5.524818272941808e-5,060,0850
6,850,2,1862,501,1,7.892597532774011e-6,060,0850
6,850,2,1886,501,7,5.524818272941808e-5,060,0850
6,850,2,1915,6,34,2.683483161143164e-4,060,0850
6,850,2,1899,501,16,1.2628156052438418e-4,060,0850
6,850,1,1871,501,10,7.892597532774011e-5,060,0850
6,850,1,1910,6,10,7.892597532774011e-5,060,0850
6,850,1,1906,6,7,5.524818272941808e-5,060,0850
6,850,1,1906,501,8,6.314078026219209e-5,060,0850
6,850,2,1921,35,1,7.892597532774011e-6,060,0850
6,850,1,1894,501,7,5.524818272941808e-5,060,0850
6,850,1,1893,501,11,8.681857286051412e-5,060,0850
6,850,1,1896,501,7,5.524818272941808e-5,060,0850
6,850,2,1905,501,8,6.314078026219209e-5,060,0850
6,850,2,1871,501,3,2.3677792598322034e-5,060,0850
6,850,1,1905,15,2,1.5785195065548023e-5,060,0850
6,850,1,1912,53,1,7.892597532774011e-6,060,0850
6,850,2,1915,15,2,1.5785195065548023e-5,060,0850
6,850,1,1857,501,1,7.892597532774011e-6,060,0850
6,850,1,1905,501,9,7.10333777949661e-5,060,0850
6,850,1,1873,501,13,1.0260376792606214e-4,060,0850
6,850,2,1884,501,15,1.1838896299161017e-4,060,0850
6,850,2,1909,47,1,7.892597532774011e-6,060,0850
6,850,1,1910,501,4,3.1570390131096046e-5,060,0850
6,850,1,1896,15,1,7.892597532774011e-6,060,0850
6,850,1,1906,15,2,1.5785195065548023e-5,060,0850
6,850,1,1920,35,1,7.892597532774011e-6,060,0850
6,850,2,1905,6,3,2.3677792598322034e-5,060,0850
6,850,1,1917,41,2,1.5785195065548023e-5,060,0850
6,850,2,1923,501,2,1.5785195065548023e-5,060,0850
6,850,2,1919,501,1,7.892597532774011e-6,060,0850
6,850,1,1928,32,1,7.892597532774011e-6,060,0850
6,850,2,1877,501,2,1.5785195065548023e-5,060,0850
6,850,1,1860,501,1,7.892597532774011e-6,060,0850
6,850,2,1905,15,2,1.5785195065548023e-5,060,0850
6,850,1,1922,41,1,7.892597532774011e-6,060,0850
6,870,1,1909,6,4,3.1570390131096046e-5,060,0870
6,870,1,1910,6,7,5.524818272941808e-5,060,0870
6,870,2,1927,6,24,1.8942234078657628e-4,060,0870
6,870,1,1923,6,21,1.6574454818825423e-4,060,0870
6,870,2,1925,53,1,7.892597532774011e-6,060,0870
6,870,2,1887,501,5,3.946298766387006e-5,060,0870
6,870,1,1934,6,12,9.471117039328814e-5,060,0870
6,870,2,1936,6,8,6.314078026219209e-5,060,0870
6,870,2,1898,501,8,6.314078026219209e-5,060,0870
6,870,1,1902,501,5,3.946298766387006e-5,060,0870
6,870,2,1910,6,2,1.5785195065548023e-5,060,0870
6,870,1,1872,501,1,7.892597532774011e-6,060,0870
6,870,1,1905,6,2,1.5785195065548023e-5,060,0870
6,870,1,1905,501,5,3.946298766387006e-5,060,0870
6,870,1,1908,501,1,7.892597532774011e-6,060,0870
6,870,1,1908,6,4,3.1570390131096046e-5,060,0870
6,870,2,1914,6,8,6.314078026219209e-5,060,0870
6,870,1,1902,6,1,7.892597532774011e-6,060,0870
6,870,2,1914,501,2,1.5785195065548023e-5,060,0870
6,870,1,1893,15,1,7.892597532774011e-6,060,0870
6,870,1,1919,8,1,7.892597532774011e-6,060,0870
6,870,1,1893,501,1,7.892597532774011e-6,060,0870
6,870,1,1902,15,1,7.892597532774011e-6,060,0870
6,870,1,1905,15,1,7.892597532774011e-6,060,0870
6,870,2,1910,15,1,7.892597532774011e-6,060,0870
6,870,1,1909,501,1,7.892597532774011e-6,060,0870
6,930,2,1890,501,1,7.892597532774011e-6,060,0930
